frame,x,y,button,event
28,212,584,Button.left,Pressed
31,212,584,Button.left,Released
34,212,584,Button.left,Pressed
40,212,584,Button.left,Released
126,916,424,Button.left,Pressed
130,916,424,Button.left,Released
150,916,424,Button.left,Pressed
230,903,415,Button.left,Released
282,971,464,Button.left,Pressed
284,971,464,Button.left,Released
1019,944,519,Button.left,Pressed
1023,944,519,Button.left,Released
1201,936,562,Button.left,Pressed
1204,936,562,Button.left,Released
1226,939,556,Button.left,Pressed
1228,939,555,Button.left,Released
1478,1067,864,Button.left,Pressed
1482,1067,864,Button.left,Released
