frame,x,y,button,event
61,180,1012,Button.left,Pressed
67,180,1012,Button.left,Released
136,211,802,Button.left,Pressed
141,211,802,Button.left,Released
237,234,1011,Button.left,Pressed
243,234,1011,Button.left,Released
426,486,759,Button.left,Pressed
432,486,759,Button.left,Released
440,486,759,Button.left,Pressed
446,486,759,Button.left,Released
559,484,767,Button.left,Pressed
565,484,767,Button.left,Released
579,484,767,Button.left,Pressed
585,484,767,Button.left,Released
599,484,767,Button.left,Pressed
603,484,767,Button.left,Released
615,484,767,Button.left,Pressed
620,484,767,Button.left,Released
638,484,767,Button.left,Pressed
643,484,767,Button.left,Released
730,485,778,Button.left,Pressed
735,485,778,Button.left,Released
837,537,766,Button.left,Pressed
871,537,766,Button.left,Released
