frame,x,y,button,event
19,1058,548,Button.left,Pressed
24,1058,548,Button.left,Released
28,1058,548,Button.left,Pressed
34,1058,548,Button.left,Released
234,962,424,Button.left,Pressed
241,962,424,Button.left,Released
466,978,511,Button.left,Pressed
469,978,511,Button.left,Released
497,1000,493,Button.left,Pressed
504,1000,493,Button.left,Released
1091,993,527,Button.left,Pressed
1097,993,527,Button.left,Released
1342,980,557,Button.left,Pressed
1348,980,557,Button.left,Released
1700,1069,797,Button.left,Pressed
1707,1069,797,Button.left,Released
