frame,x,y
0,1347,322
1,1354,311
2,1363,305
3,1363,303
4,1305,340
5,1085,391
6,931,430
7,890,444
8,884,447
9,875,457
10,870,466
11,865,486
12,865,493
13,865,494
14,865,496
15,865,496
16,897,506
17,1024,535
18,1061,545
19,1078,559
20,1085,565
21,1072,584
22,1058,581
23,1068,554
24,1068,554
25,1068,554
26,1068,552
27,1065,554
28,1065,554
29,1061,554
30,1046,565
31,1127,591
32,1334,613
33,1339,635
34,1342,636
35,1368,647
36,1369,655
37,1368,658
38,1371,660
39,1369,657
40,1369,658
41,1369,658
42,1265,660
43,1016,628
44,895,604
45,723,572
46,696,565
47,670,562
48,653,547
49,650,545
50,645,543
51,642,545
52,640,538
53,640,542
54,638,542
55,640,540
56,640,540
57,638,542
58,638,538
59,638,538
60,636,537
61,633,535
62,635,537
63,633,537
64,633,535
65,633,535
66,633,535
67,633,535
68,633,535
69,633,535
70,633,535
71,640,530
72,868,532
73,901,530
74,924,540
75,912,548
76,907,557
77,912,552
78,914,548
79,926,548
