frame,x,y,button,event
10,1167,510,Button.left,Pressed
17,1167,510,Button.left,Released
21,1167,510,Button.left,Pressed
28,1167,510,Button.left,Released
328,973,368,Button.left,Pressed
392,984,341,Button.left,Released
586,948,486,Button.left,Pressed
592,948,486,Button.left,Released
757,942,512,Button.left,Pressed
765,941,513,Button.left,Released
784,940,514,Button.left,Pressed
792,940,514,Button.left,Released
1305,1068,802,Button.left,Pressed
1310,1068,802,Button.left,Released
1364,1211,649,Button.left,Pressed
1369,1211,649,Button.left,Released
1374,1211,649,Button.left,Pressed
1379,1211,649,Button.left,Released
