frame,x,y,button,event
6,358,704,Button.left,Pressed
13,358,704,Button.left,Released
227,237,1008,Button.left,Pressed
233,237,1008,Button.left,Released
366,433,765,Button.left,Pressed
374,433,765,Button.left,Released
390,433,765,Button.left,Pressed
395,433,765,Button.left,Released
409,433,765,Button.left,Pressed
415,433,765,Button.left,Released
427,433,765,Button.left,Pressed
433,433,765,Button.left,Released
452,433,765,Button.left,Pressed
456,433,765,Button.left,Released
506,489,762,Button.left,Pressed
513,489,762,Button.left,Released
547,487,776,Button.left,Pressed
553,487,777,Button.left,Released
598,538,764,Button.left,Pressed
606,538,764,Button.left,Released
619,538,764,Button.left,Pressed
624,538,764,Button.left,Released
680,538,764,Button.left,Pressed
685,538,764,Button.left,Released
848,350,1005,Button.left,Pressed
854,350,1005,Button.left,Released
