frame,x,y,button,event
114,368,829,Button.left,Released
231,388,862,Button.left,Pressed
325,378,857,Button.left,Released
371,385,868,Button.left,Pressed
517,416,868,Button.left,Released
577,403,804,Button.left,Pressed
812,425,808,Button.left,Released
857,373,789,Button.left,Pressed
1079,363,796,Button.left,Released
1121,369,823,Button.left,Pressed
1204,369,824,Button.left,Released
1274,377,838,Button.left,Pressed
1457,407,837,Button.left,Released
1498,421,807,Button.left,Pressed
1853,445,807,Button.left,Released
