frame,key,event
313,Key.shift,Pressed
319,"'""'",Pressed
324,"'""'",Released
326,"'""'",Pressed
331,"'""'",Released
336,Key.shift,Released
354,Key.left,Pressed
359,Key.left,Released
401,'p',Pressed
409,'p',Released
410,'a',Pressed
417,'a',Released
428,'c',Pressed
435,'k',Pressed
441,'k',Released
475,'e',Pressed
481,'t',Pressed
482,'e',Released
485,'t',Released
503,Key.shift,Pressed
507,'_',Pressed
512,'_',Released
513,Key.shift,Released
523,'l',Pressed
527,'l',Released
529,'e',Pressed
536,'e',Released
538,'n',Pressed
542,'n',Released
