frame,x,y
0,1408,343
1,1393,338
2,1339,339
3,1341,334
4,1342,333
5,1342,331
6,1322,334
7,1042,380
8,926,428
9,854,453
10,802,473
11,791,480
12,789,481
13,787,483
14,787,483
15,787,481
16,787,483
17,792,485
18,792,487
19,777,495
20,752,502
21,712,500
22,736,466
23,746,466
24,741,468
25,1016,431
26,1147,416
27,1209,420
28,1353,416
29,1349,393
30,1327,393
31,1344,388
32,1351,386
33,1353,388
34,1304,585
35,1342,654
36,1394,680
37,1401,690
38,1419,706
39,1426,712
40,1428,714
41,1428,712
42,1428,714
43,1428,714
44,1428,714
45,1428,714
46,1428,714
47,1428,714
48,1419,719
49,1411,716
50,1394,706
51,1282,657
52,1093,568
53,1065,558
54,1033,562
