frame,x,y,button,event
50,927,683,Button.left,Pressed
56,927,683,Button.left,Released
61,927,683,Button.left,Pressed
68,927,683,Button.left,Released
195,911,435,Button.left,Pressed
201,911,435,Button.left,Released
557,960,520,Button.left,Pressed
563,960,520,Button.left,Released
921,980,552,Button.left,Pressed
927,980,552,Button.left,Released
1121,955,484,Button.left,Pressed
1127,955,484,Button.left,Released
1173,932,562,Button.left,Pressed
1179,932,562,Button.left,Released
1190,937,556,Button.left,Pressed
1196,937,556,Button.left,Released
1398,1062,800,Button.left,Pressed
1403,1062,800,Button.left,Released
