frame,x,y
0,799,244
1,799,244
2,799,244
3,801,245
4,801,245
5,801,245
6,801,245
7,801,245
8,801,245
9,801,245
10,801,245
11,801,245
12,801,245
13,801,245
14,801,245
15,850,201
16,865,168
17,889,200
18,1004,266
19,1014,266
20,1014,266
21,1014,266
22,1014,266
23,1006,266
24,1004,266
25,1246,491
26,1644,823
27,1725,912
28,1767,948
29,1784,958
30,1801,960
31,1801,960
32,1801,960
33,1801,960
34,1772,941
35,1244,628
36,943,449
37,872,423
38,794,398
39,780,381
40,780,364
41,785,355
42,785,355
43,785,355
44,784,406
45,774,447
46,769,464
47,770,464
48,770,464
49,784,455
50,779,455
51,777,450
52,792,454
53,1121,572
54,1893,829
55,1918,880
56,1909,916
57,1838,956
58,1815,960
59,1815,962
60,1813,955
61,1813,955
62,1813,953
63,1813,951
64,1813,951
65,1813,951
