frame,x,y
0,1588,537
1,1596,532
2,1596,532
3,1684,643
4,1691,726
5,1684,782
6,1671,840
7,1678,857
8,1678,857
9,1681,862
10,1539,740
11,973,521
12,973,513
13,1141,515
14,1557,459
15,1569,437
16,1612,391
17,1620,366
18,1608,330
19,1608,327
20,1608,325
21,1615,313
22,1615,318
23,1271,581
24,1170,635
25,1110,640
26,1070,686
27,1068,686
28,1068,686
29,1039,670
30,1039,670
31,980,638
32,963,618
33,955,598
34,953,594
35,953,594
36,953,598
37,953,598
38,953,598
39,953,598
40,953,598
41,958,586
42,995,550
43,1060,526
44,1112,457
45,1132,435
46,1139,433
