frame,x,y,button,event
43,288,704,Button.left,Pressed
48,288,704,Button.left,Released
151,234,877,Button.left,Pressed
300,339,883,Button.left,Released
357,335,878,Button.left,Pressed
459,343,879,Button.left,Released
503,376,890,Button.left,Pressed
772,420,891,Button.left,Released
1198,374,818,Button.left,Pressed
1592,397,827,Button.left,Released
1663,373,802,Button.left,Pressed
1935,372,808,Button.left,Released
1975,398,827,Button.left,Pressed
2091,372,825,Button.left,Released
2124,375,806,Button.left,Pressed
2488,391,806,Button.left,Released
2571,347,871,Button.left,Pressed
2692,360,867,Button.left,Released
2778,373,823,Button.left,Pressed
2862,372,823,Button.left,Released
2897,385,812,Button.left,Pressed
3212,412,811,Button.left,Released
3271,359,872,Button.left,Pressed
3335,382,864,Button.left,Released
3385,406,807,Button.left,Pressed
3686,420,808,Button.left,Released
3776,382,869,Button.left,Pressed
3829,389,869,Button.left,Released
3973,211,698,Button.left,Pressed
3979,211,698,Button.left,Released
4006,183,781,Button.left,Pressed
4012,183,781,Button.left,Released
