frame,x,y
0,257,76
1,257,76
2,257,76
3,257,76
4,257,76
5,257,76
6,257,80
7,249,144
8,168,428
9,159,503
10,163,510
11,171,538
12,173,542
13,173,543
14,173,543
15,171,542
16,171,543
17,171,543
18,171,543
19,171,543
20,171,545
21,174,550
22,174,552
23,176,552
24,176,552
25,178,552
26,178,554
27,178,554
28,183,545
29,266,438
30,323,345
31,350,291
32,369,239
33,374,205
34,377,200
35,377,200
36,377,200
37,377,200
38,377,200
39,377,200
40,377,200
41,377,200
42,377,200
