frame,x,y
0,726,132
1,724,133
2,718,133
3,714,134
4,713,134
5,712,134
6,711,134
7,711,134
8,708,135
9,708,135
10,700,135
11,699,135
12,698,134
13,697,134
14,697,134
15,691,132
16,689,132
17,689,132
18,689,132
19,689,131
20,686,131
21,679,130
22,679,130
23,679,130
24,678,129
25,678,128
26,677,127
27,677,127
28,676,127
29,676,127
30,676,127
31,676,127
32,676,127
33,676,127
34,676,127
35,676,127
36,676,127
37,676,127
38,676,127
39,676,127
40,676,127
41,676,127
42,676,128
43,677,134
44,680,136
45,685,141
46,687,143
47,687,143
48,709,161
49,762,211
50,762,211
51,782,232
52,891,378
53,919,419
54,971,495
55,995,523
56,1033,569
57,1047,589
58,1102,669
59,1127,701
60,1135,710
61,1138,714
62,1138,714
63,1141,720
64,1143,724
65,1143,726
66,1143,728
67,1143,728
68,1143,728
69,1143,728
70,1143,728
71,1144,725
72,1144,713
73,1144,713
74,1144,710
75,1144,706
76,1145,705
77,1145,705
78,1146,705
79,1146,705
80,1148,705
81,1162,704
82,1165,703
83,1172,703
84,1194,702
85,1194,702
86,1206,701
87,1222,697
88,1230,696
89,1230,696
90,1272,691
91,1302,687
92,1311,684
93,1311,684
94,1316,683
95,1333,675
96,1340,672
97,1345,668
98,1345,668
99,1355,662
100,1366,656
101,1378,651
102,1378,651
103,1384,649
104,1395,647
105,1395,647
106,1401,645
107,1421,642
108,1421,642
109,1444,638
110,1477,627
111,1480,626
112,1480,626
113,1482,625
114,1496,620
115,1508,616
116,1509,615
117,1509,615
118,1510,615
119,1522,612
120,1522,612
121,1524,612
122,1527,610
123,1537,608
124,1543,607
125,1552,607
126,1552,607
127,1555,607
128,1574,607
129,1574,607
130,1574,607
131,1580,607
132,1594,606
133,1594,606
134,1594,605
135,1594,603
136,1594,603
137,1594,603
138,1594,603
139,1593,603
140,1593,603
141,1593,603
142,1593,603
143,1593,603
144,1593,603
145,1593,603
146,1593,603
147,1593,603
148,1593,603
149,1593,603
150,1593,603
151,1593,603
152,1593,603
153,1593,603
154,1593,603
155,1593,603
156,1593,603
157,1593,603
158,1593,603
159,1593,603
160,1593,603
161,1593,603
162,1593,603
163,1593,603
164,1593,603
165,1593,603
166,1593,603
167,1593,603
168,1593,603
169,1593,603
170,1593,603
171,1593,603
172,1593,603
173,1593,603
174,1593,603
175,1593,603
176,1593,603
177,1593,603
178,1593,603
179,1592,603
180,1592,603
181,1583,597
182,1571,589
183,1502,555
184,1488,550
185,1475,546
186,1444,536
187,1444,536
188,1217,479
189,1217,479
190,1122,449
191,973,400
192,848,353
193,807,331
194,787,313
195,752,254
196,752,254
197,746,240
198,742,225
199,742,225
200,742,224
201,742,224
202,742,224
203,742,224
204,742,224
205,742,224
206,742,224
207,742,224
208,742,223
209,742,223
210,718,200
211,654,165
212,654,165
213,643,156
214,642,153
215,642,151
216,642,147
217,642,147
218,643,146
219,645,146
220,650,144
221,650,144
222,651,144
223,651,144
224,653,143
225,656,143
226,665,141
227,666,140
228,666,139
229,667,137
230,669,133
231,669,129
232,670,126
233,670,123
234,670,122
235,670,122
236,670,122
237,670,122
238,670,122
239,670,122
