frame,x,y,button,event
37,259,372,Button.left,Pressed
109,606,373,Button.left,Released
164,787,376,Button.left,Pressed
168,787,376,Button.left,Released
222,926,374,Button.left,Pressed
229,926,374,Button.left,Released
314,1113,375,Button.left,Pressed
318,1113,375,Button.left,Released
368,1097,650,Button.left,Pressed
372,1097,650,Button.left,Released
440,956,646,Button.left,Pressed
444,956,646,Button.left,Released
495,283,504,Button.left,Pressed
500,283,504,Button.left,Released
552,151,504,Button.left,Pressed
555,151,504,Button.left,Released
596,142,664,Button.left,Pressed
600,143,664,Button.left,Released
647,160,501,Button.left,Pressed
652,160,501,Button.left,Released
712,155,808,Button.left,Pressed
717,155,808,Button.left,Released
819,329,664,Button.left,Pressed
823,329,664,Button.left,Released
863,414,599,Button.left,Pressed
867,414,599,Button.left,Released
912,328,666,Button.left,Pressed
916,328,666,Button.left,Released
963,411,760,Button.left,Pressed
968,411,760,Button.left,Released
1054,526,599,Button.left,Pressed
1058,526,599,Button.left,Released
1103,619,680,Button.left,Pressed
1108,619,680,Button.left,Released
