frame,x,y,button,event
34,1237,508,Button.left,Pressed
38,1237,508,Button.left,Released
47,1237,508,Button.left,Pressed
53,1237,508,Button.left,Released
136,1055,450,Button.left,Pressed
140,1055,450,Button.left,Released
617,984,490,Button.left,Pressed
621,984,490,Button.left,Released
1103,947,528,Button.left,Pressed
1107,947,528,Button.left,Released
1126,948,523,Button.left,Pressed
1128,948,523,Button.left,Released
1466,916,554,Button.left,Pressed
1470,916,554,Button.left,Released
2047,920,579,Button.left,Pressed
2051,920,579,Button.left,Released
2563,927,611,Button.left,Pressed
2568,927,611,Button.left,Released
2747,857,640,Button.left,Pressed
2751,857,640,Button.left,Released
3115,1058,852,Button.left,Pressed
3119,1058,852,Button.left,Released
