frame,x,y
0,598,472
1,598,472
2,598,469
3,598,469
4,598,469
5,598,469
6,598,469
7,598,469
8,598,469
9,598,469
10,598,469
11,598,469
12,789,464
13,1210,457
14,1605,444
15,1635,438
16,1634,427
17,1579,364
18,1551,357
19,1515,364
20,1507,372
21,1496,384
22,1517,366
23,1517,366
24,1520,369
25,1562,367
26,1557,367
27,1402,399
28,1353,425
29,1361,450
30,1366,455
31,1366,455
32,1351,445
33,1342,445
34,1341,444
35,1339,444
36,1339,444
37,1339,444
38,1339,444
39,1339,444
40,1337,442
41,1351,442
42,1366,440
43,1391,440
44,1408,440
45,1410,440
46,1417,442
47,1417,442
48,1417,442
49,1417,442
50,1417,442
51,1417,442
52,1417,442
53,1417,442
54,1417,442
55,1417,442
56,1417,442
57,1417,442
58,1430,444
59,1476,445
60,1476,445
61,1476,445
62,1456,445
63,1451,445
64,1430,447
65,1427,447
66,1427,447
67,1427,447
68,1427,447
69,1427,447
70,1427,447
71,1427,447
72,1419,462
73,1408,476
74,1407,484
75,1407,484
76,1407,484
77,1407,484
78,1405,486
79,1405,486
80,1405,486
81,1405,486
82,1407,486
83,1407,486
84,1407,486
85,1430,479
86,1444,472
87,1444,472
88,1447,462
89,1444,460
90,1454,452
91,1454,447
92,1454,445
93,1468,442
94,1485,440
95,1490,442
96,1496,442
97,1500,440
98,1493,440
99,1468,438
100,1468,444
101,1468,444
102,1464,442
103,1464,442
104,1464,442
105,1464,442
106,1464,442
107,1464,442
108,1464,442
109,1464,442
110,1464,442
111,1464,442
112,1464,442
113,1464,442
114,1464,442
115,1464,442
116,1464,442
117,1464,442
118,1464,442
119,1463,442
120,1463,442
121,1463,442
122,1463,442
123,1463,442
124,1463,442
125,1463,442
126,1463,442
127,1463,442
128,1463,442
129,1466,442
130,1466,442
131,1464,442
132,1464,442
133,1464,442
134,1464,442
135,1464,442
136,1464,442
137,1464,442
138,1464,442
139,1464,442
140,1464,442
141,1464,442
142,1464,442
143,1464,442
144,1464,442
145,1464,442
146,1464,442
147,1464,442
148,1361,401
149,1359,399
150,1413,405
151,1430,415
152,1520,449
153,1596,435
154,1703,438
155,1745,444
156,1772,445
157,1811,449
158,1815,449
159,1816,449
160,1754,450
161,1341,449
162,958,476
163,967,484
164,970,484
165,931,537
166,928,576
167,926,589
168,923,589
169,923,589
170,921,592
171,787,560
172,787,564
173,557,488
174,506,462
