frame,x,y,button,event
25,401,781,Button.left,Pressed
31,401,781,Button.left,Released
87,482,785,Button.left,Pressed
94,482,785,Button.left,Released
145,531,781,Button.left,Pressed
155,531,781,Button.left,Released
235,494,808,Button.left,Pressed
242,494,808,Button.left,Released
299,451,811,Button.left,Pressed
306,451,811,Button.left,Released
425,293,831,Button.left,Pressed
432,293,831,Button.left,Released
476,355,827,Button.left,Pressed
484,355,827,Button.left,Released
508,408,824,Button.left,Pressed
514,408,824,Button.left,Released
545,446,820,Button.left,Pressed
551,447,820,Button.left,Released
604,388,822,Button.left,Pressed
611,388,822,Button.left,Released
680,401,842,Button.left,Pressed
687,401,842,Button.left,Released
724,433,837,Button.left,Pressed
730,433,837,Button.left,Released
822,208,709,Button.left,Pressed
828,208,709,Button.left,Released
871,188,771,Button.left,Pressed
876,188,771,Button.left,Released
