frame,x,y,button,event
131,156,982,Button.left,Pressed
137,156,982,Button.left,Released
180,157,972,Button.left,Pressed
187,157,972,Button.left,Released
282,159,980,Button.left,Pressed
289,159,980,Button.left,Released
300,159,980,Button.left,Pressed
306,159,980,Button.left,Released
356,298,971,Button.left,Pressed
361,298,971,Button.left,Released
365,298,971,Button.left,Pressed
372,298,971,Button.left,Released
379,298,971,Button.left,Pressed
385,298,971,Button.left,Released
397,298,971,Button.left,Pressed
404,298,971,Button.left,Released
562,228,1008,Button.left,Pressed
577,228,1008,Button.left,Released
