frame,key,event
304,'o',Pressed
311,'o',Released
324,'w',Pressed
331,'w',Released
344,Key.backspace,Pressed
347,Key.backspace,Released
354,Key.backspace,Pressed
360,Key.backspace,Released
390,'p',Pressed
396,'p',Released
404,'o',Pressed
411,'o',Released
417,'w',Pressed
424,'w',Released
430,'e',Pressed
436,'e',Released
453,'r',Pressed
462,'r',Released
618,Key.shift,Pressed
627,'T',Pressed
634,'T',Released
635,Key.shift,Released
649,'x',Pressed
656,'x',Released
677,Key.shift,Pressed
682,'_',Pressed
688,'-',Released
782,Key.shift,Pressed
786,'P',Pressed
792,'p',Released
801,'o',Pressed
809,'o',Released
866,'e',Pressed
871,'e',Released
879,'r',Pressed
888,'r',Released
