frame,x,y,button,event
150,186,1015,Button.left,Pressed
156,186,1015,Button.left,Released
207,183,964,Button.left,Pressed
212,183,964,Button.left,Released
384,239,1010,Button.left,Pressed
391,238,1010,Button.left,Released
613,433,763,Button.left,Pressed
619,433,763,Button.left,Released
627,433,763,Button.left,Pressed
633,433,763,Button.left,Released
638,433,763,Button.left,Pressed
643,433,763,Button.left,Released
648,433,763,Button.left,Pressed
654,433,763,Button.left,Released
658,433,763,Button.left,Pressed
664,433,763,Button.left,Released
669,433,763,Button.left,Pressed
675,433,763,Button.left,Released
690,433,763,Button.left,Pressed
696,433,763,Button.left,Released
728,433,763,Button.left,Pressed
732,433,763,Button.left,Released
937,483,778,Button.left,Pressed
943,483,778,Button.left,Released
962,483,778,Button.left,Pressed
967,483,778,Button.left,Released
1066,340,1010,Button.left,Pressed
1073,340,1010,Button.left,Released
