frame,x,y,button,event
115,1031,708,Button.left,Pressed
121,1031,708,Button.left,Released
510,1148,714,Button.left,Pressed
517,1148,714,Button.left,Released
584,1196,709,Button.left,Pressed
589,1196,709,Button.left,Released
608,1196,708,Button.left,Pressed
613,1196,708,Button.left,Released
620,1196,708,Button.left,Pressed
624,1196,708,Button.left,Released
639,1201,701,Button.left,Pressed
645,1201,701,Button.left,Released
649,1201,701,Button.left,Pressed
655,1201,701,Button.left,Released
700,1344,704,Button.left,Pressed
705,1344,704,Button.left,Released
