frame,x,y,button,event
30,913,775,Button.left,Pressed
33,913,775,Button.left,Released
37,913,775,Button.left,Pressed
43,913,775,Button.left,Released
115,950,524,Button.left,Pressed
118,950,524,Button.left,Released
169,892,492,Button.left,Pressed
198,892,492,Button.left,Released
222,906,524,Button.left,Pressed
226,906,524,Button.left,Released
422,952,557,Button.left,Pressed
426,952,557,Button.left,Released
616,945,580,Button.left,Pressed
620,945,580,Button.left,Released
713,951,605,Button.left,Pressed
716,951,605,Button.left,Released
857,965,685,Button.left,Pressed
860,965,685,Button.left,Released
969,1042,861,Button.left,Pressed
972,1043,861,Button.left,Released
