frame,x,y
0,1676,315
1,1647,281
2,1627,166
3,1613,152
4,1610,152
5,1610,154
6,1608,154
7,1608,154
8,1608,154
9,1588,179
10,1463,269
11,1424,339
12,1420,342
13,1417,344
14,1405,315
15,1449,315
16,1405,330
17,1412,298
18,1412,296
19,1017,350
20,811,379
21,745,322
22,657,195
23,530,168
24,516,178
25,652,169
26,758,257
27,733,311
28,611,261
29,528,213
30,570,190
31,735,198
32,747,266
33,716,318
34,623,305
35,726,193
36,799,223
37,774,293
38,823,286
39,787,318
40,736,210
41,740,163
42,686,156
43,701,139
44,701,137
45,689,151
46,691,149
47,687,146
48,692,144
49,694,149
50,692,147
51,675,149
52,652,151
53,640,152
54,636,149
55,635,152
56,635,152
57,635,151
58,636,156
59,638,159
60,650,166
61,645,161
62,648,154
63,658,156
64,660,152
65,670,151
66,670,152
67,708,161
68,691,157
69,728,166
70,699,168
71,762,166
72,736,163
73,736,168
74,735,169
75,941,163
76,1452,191
77,1452,195
78,1471,195
79,1535,196
80,1544,196
81,1544,196
82,1542,193
83,1544,195
84,1544,195
85,1544,195
86,1544,195
87,1544,195
88,1539,208
89,1525,212
