frame,x,y
0,359,194
1,345,186
2,329,179
3,315,173
4,307,169
5,304,168
6,303,168
7,303,168
8,303,168
9,303,168
10,302,168
11,300,171
12,299,172
13,299,172
14,299,172
15,298,173
16,298,174
17,298,174
18,298,174
19,298,174
20,298,174
21,298,174
22,298,174
23,298,174
24,298,174
25,300,174
26,300,174
27,301,174
28,303,174
29,304,174
30,304,174
31,304,175
32,304,175
33,304,175
34,304,175
35,304,175
36,304,175
37,304,175
38,304,175
39,304,175
40,304,175
41,304,175
42,304,175
43,304,175
44,304,175
45,304,175
46,304,175
47,304,175
48,304,175
49,304,175
50,305,176
51,308,177
52,315,179
53,321,180
54,328,182
55,332,183
56,337,183
57,339,184
58,344,184
59,348,184
60,353,184
61,357,184
62,363,184
63,369,184
64,373,185
65,378,185
66,381,185
67,386,186
68,389,186
69,395,186
70,399,187
71,404,188
72,407,188
73,408,189
74,408,189
75,408,189
76,408,189
77,408,189
78,408,189
79,408,189
80,408,189
81,408,189
82,408,189
83,408,189
84,408,189
85,408,189
86,408,189
87,408,189
88,408,189
89,408,189
90,408,189
91,408,189
92,408,189
93,408,189
94,408,189
95,408,189
96,409,189
97,410,189
98,413,190
99,418,190
100,421,191
101,424,192
102,426,192
103,426,192
104,426,192
105,426,192
106,426,192
107,426,192
108,426,192
109,426,192
110,423,191
111,422,190
112,421,190
113,421,189
114,421,189
115,420,189
116,420,189
117,418,188
118,414,186
119,410,185
120,407,184
121,404,183
122,403,182
123,402,181
124,402,180
125,402,180
126,402,179
127,402,178
128,402,178
129,402,176
130,402,176
131,402,176
132,402,176
133,402,176
134,402,176
135,402,176
136,402,176
137,402,176
138,402,176
139,402,175
140,402,175
141,402,175
142,402,175
143,402,175
144,402,175
145,402,175
146,402,175
147,402,175
148,402,175
149,402,175
150,402,175
151,402,175
152,402,175
153,402,175
154,402,175
155,402,175
156,402,175
157,402,175
158,402,175
159,402,175
160,402,175
161,402,175
162,402,175
163,403,175
164,403,175
165,403,175
166,403,175
167,406,175
168,410,175
169,416,175
170,421,175
171,426,175
172,431,176
173,434,176
174,438,176
175,440,177
176,444,177
177,448,177
178,451,178
179,457,178
180,461,178
181,465,179
182,468,179
183,472,180
184,476,180
185,479,181
186,483,181
187,487,181
188,489,182
189,493,182
190,493,182
191,501,184
192,505,184
193,509,184
194,513,185
195,517,185
196,521,186
197,526,186
198,530,186
199,534,186
200,535,186
201,535,186
202,535,186
203,535,186
204,535,186
205,535,186
206,535,186
207,535,186
208,535,186
209,535,186
210,535,186
211,535,186
212,535,186
213,535,186
214,535,186
215,535,186
216,535,186
217,535,186
218,536,186
219,537,186
220,538,184
221,539,183
222,539,182
223,539,182
224,540,182
225,540,182
226,540,182
227,540,182
228,540,182
229,540,182
230,540,182
231,540,182
232,540,182
233,540,182
234,538,182
235,536,182
236,535,182
237,532,181
238,529,181
239,529,180
240,528,180
241,528,180
242,528,180
243,528,180
244,528,180
245,527,180
246,527,180
247,527,180
248,526,180
249,525,180
250,524,180
251,524,180
252,524,180
253,524,180
254,524,180
255,524,180
256,524,180
257,524,180
258,524,180
259,524,180
260,524,180
261,524,180
262,524,180
263,524,180
264,524,180
265,524,180
266,529,180
267,533,180
268,538,180
269,542,179
270,545,179
271,545,179
272,545,179
273,545,179
274,545,179
275,545,179
276,545,179
277,545,179
278,545,179
279,545,179
280,545,179
281,545,179
282,545,179
283,545,179
284,545,179
285,545,179
286,545,179
287,545,179
288,545,179
289,545,179
290,545,179
291,545,179
292,545,179
293,545,179
294,545,179
295,545,179
296,545,179
297,544,180
298,543,180
299,543,180
300,543,181
301,543,181
302,543,181
303,543,181
304,543,181
305,543,181
306,543,181
307,543,181
308,543,181
309,543,181
310,543,181
311,543,181
312,543,181
313,543,181
314,543,181
315,543,181
316,543,181
317,543,181
318,543,181
319,543,181
320,542,181
321,542,181
322,537,180
323,533,180
324,529,180
325,525,180
326,521,180
327,513,180
328,504,180
329,491,180
330,478,180
331,464,180
332,449,180
333,434,180
334,423,180
335,410,180
336,402,180
337,396,180
338,389,180
339,387,180
340,386,180
341,383,180
342,378,180
343,372,180
344,366,180
345,359,180
346,352,180
347,345,180
348,338,180
349,330,180
350,320,180
351,309,180
352,301,179
353,297,179
354,294,179
355,293,179
356,293,179
357,292,179
358,290,179
359,287,179
360,284,179
361,280,179
362,277,179
363,272,179
364,268,180
365,261,181
366,258,181
367,256,181
368,256,181
369,256,181
370,256,181
371,256,181
372,255,182
373,253,182
374,252,182
375,251,182
376,251,182
377,251,182
378,251,182
379,251,182
380,251,182
381,251,182
382,251,183
383,252,184
384,253,185
385,260,187
386,268,190
387,282,193
388,300,199
389,323,205
390,354,213
391,391,224
392,430,236
393,466,251
394,496,264
395,518,272
396,529,278
397,537,280
398,543,281
399,551,287
400,562,294
401,584,304
402,590,307
403,590,307
404,590,307
405,669,314
406,687,305
407,710,293
408,734,278
409,739,275
410,766,259
411,794,242
412,800,240
413,818,230
414,827,224
415,833,221
416,838,216
417,845,213
418,852,208
419,856,205
