frame,x,y,button,event
32,550,806,Button.left,Pressed
38,550,806,Button.left,Released
273,961,419,Button.left,Pressed
281,961,419,Button.left,Released
399,965,458,Button.left,Pressed
405,965,458,Button.left,Released
459,981,492,Button.left,Pressed
466,981,492,Button.left,Released
521,977,553,Button.left,Pressed
525,977,553,Button.left,Released
712,959,680,Button.left,Pressed
715,959,680,Button.left,Released
959,1034,714,Button.left,Pressed
966,1034,714,Button.left,Released
1057,1001,767,Button.left,Pressed
1067,1001,767,Button.left,Released
1182,1063,912,Button.left,Pressed
1188,1063,912,Button.left,Released
