frame,x,y
0,721,284
1,721,284
2,721,284
3,719,286
4,719,286
5,719,286
6,721,283
7,721,283
8,743,310
9,843,401
10,950,408
11,1173,281
12,1188,266
13,1187,293
14,1100,603
15,990,873
16,939,889
17,917,892
18,894,875
19,892,873
20,892,873
21,892,873
22,892,873
23,892,872
24,892,872
25,892,872
26,901,870
27,933,862
28,939,855
29,955,843
30,1110,818
31,1417,840
32,1725,897
33,1815,917
34,1816,919
35,1818,936
36,1818,943
37,1818,941
38,1818,943
39,1818,945
40,1818,945
41,1820,948
42,1820,948
43,1818,941
44,1818,941
