frame,x,y,button,event
76,478,337,Button.left,Pressed
79,478,337,Button.left,Released
149,65,64,Button.left,Pressed
155,65,64,Button.left,Released
204,1040,564,Button.left,Pressed
206,1040,564,Button.left,Released
274,221,1057,Button.left,Pressed
277,221,1057,Button.left,Released
353,594,28,Button.left,Pressed
358,594,28,Button.left,Released
481,736,18,Button.left,Pressed
482,737,18,Button.left,Released
559,150,252,Button.left,Pressed
564,150,252,Button.left,Released
670,1160,781,Button.left,Pressed
671,1160,781,Button.left,Released
736,203,32,Button.left,Pressed
740,203,32,Button.left,Released
773,424,64,Button.left,Pressed
775,424,64,Button.left,Released
1027,535,1052,Button.left,Pressed
1031,535,1052,Button.left,Released
1112,206,122,Button.left,Pressed
1116,206,122,Button.left,Released
1227,357,127,Button.left,Pressed
1240,357,127,Button.left,Released
1453,164,796,Button.left,Pressed
1456,164,796,Button.left,Released
1492,173,805,Button.left,Pressed
1496,173,805,Button.left,Released
1535,405,131,Button.left,Pressed
1540,405,131,Button.left,Released
1564,404,145,Button.left,Pressed
1569,404,145,Button.left,Released
2289,254,141,Button.left,Pressed
2292,254,141,Button.left,Released
2340,333,146,Button.left,Pressed
2345,333,146,Button.left,Released
2519,30,812,Button.left,Pressed
2525,30,812,Button.left,Released
2547,164,812,Button.left,Pressed
2553,164,812,Button.left,Released
2843,308,618,Button.left,Pressed
2847,308,618,Button.left,Released
2851,308,618,Button.left,Pressed
2857,308,618,Button.left,Released
3042,265,637,Button.left,Pressed
3046,265,637,Button.left,Released
3070,264,626,Button.left,Pressed
3076,264,626,Button.left,Released
3104,265,642,Button.left,Pressed
3109,265,642,Button.left,Released
3131,265,651,Button.left,Pressed
3135,265,651,Button.left,Released
3157,265,675,Button.left,Pressed
3161,265,675,Button.left,Released
4955,407,146,Button.left,Pressed
4959,407,146,Button.left,Released
5228,310,1061,Button.left,Pressed
5231,311,1061,Button.left,Released
5381,292,706,Button.left,Pressed
5383,292,706,Button.left,Released
5475,224,1044,Button.left,Pressed
5477,224,1044,Button.left,Released
5545,100,57,Button.left,Pressed
5548,100,57,Button.left,Released
5639,512,1069,Button.left,Pressed
5643,513,1069,Button.left,Released
5699,294,182,Button.left,Pressed
5704,294,182,Button.left,Released
5903,173,648,Button.left,Pressed
5913,173,648,Button.left,Released
6031,339,378,Button.left,Pressed
6036,339,378,Button.left,Released
6222,318,1063,Button.left,Pressed
6224,318,1063,Button.left,Released
6264,137,1004,Button.left,Pressed
6267,137,1004,Button.left,Released
6300,842,751,Button.left,Pressed
6303,842,751,Button.left,Released
