frame,x,y,button,event
50,843,570,Button.left,Pressed
155,1174,378,Button.left,Released
212,857,578,Button.left,Pressed
258,1079,518,Button.left,Released
289,974,600,Button.left,Pressed
292,974,600,Button.left,Released
321,853,573,Button.left,Pressed
344,853,573,Button.left,Released
370,853,573,Button.left,Pressed
461,1094,508,Button.left,Released
503,850,570,Button.left,Pressed
509,850,570,Button.left,Released
566,844,573,Button.left,Pressed
630,1100,659,Button.left,Released
703,660,730,Button.left,Pressed
746,831,690,Button.left,Released
795,662,733,Button.left,Pressed
851,855,837,Button.left,Released
858,854,821,Button.left,Pressed
867,857,786,Button.left,Released
912,664,653,Button.left,Pressed
972,862,758,Button.left,Released
1091,686,102,Button.left,Pressed
1099,686,102,Button.left,Released
