frame,x,y
0,1422,901
1,1403,894
2,1403,890
3,1398,872
4,1398,833
5,1395,819
6,1385,801
7,1383,792
8,1378,826
9,1376,843
10,1375,853
11,1375,853
12,1371,867
13,1371,867
14,1371,870
15,1373,863
16,1378,845
17,1385,829
18,1385,828
19,1385,828
20,1385,828
21,1385,828
22,1385,828
23,1417,806
24,1434,779
25,1441,747
26,1446,696
27,1446,694
28,1449,687
29,1452,660
30,1452,658
31,1452,665
32,1454,699
33,1454,714
34,1454,719
35,1454,719
36,1454,736
37,1454,738
38,1454,726
39,1457,711
40,1461,672
41,1461,652
42,1463,647
43,1468,621
44,1468,621
45,1468,621
46,1468,621
47,1468,621
48,1468,621
49,1459,636
50,1459,633
51,1417,633
52,1004,592
53,978,592
54,965,587
55,956,577
56,950,577
57,948,576
58,703,548
59,543,499
