frame,x,y,button,event
128,1040,367,Button.left,Pressed
136,1040,367,Button.left,Released
387,1035,391,Button.left,Pressed
394,1035,391,Button.left,Released
692,997,459,Button.left,Pressed
698,997,459,Button.left,Released
822,953,503,Button.left,Pressed
826,953,503,Button.left,Released
838,956,499,Button.left,Pressed
843,956,499,Button.left,Released
858,962,494,Button.left,Pressed
862,962,494,Button.left,Released
890,944,519,Button.left,Pressed
896,944,519,Button.left,Released
974,931,547,Button.left,Pressed
981,931,547,Button.left,Released
1115,940,622,Button.left,Pressed
1122,940,622,Button.left,Released
1292,1058,789,Button.left,Pressed
1300,1058,789,Button.left,Released
