frame,x,y,button,event
38,45,255,Button.left,Pressed
46,45,255,Button.left,Released
183,681,398,Button.left,Pressed
193,681,398,Button.left,Released
297,676,398,Button.left,Pressed
307,676,398,Button.left,Released
322,667,413,Button.left,Pressed
328,667,413,Button.left,Released
730,675,391,Button.left,Pressed
735,675,391,Button.left,Released
816,587,531,Button.left,Pressed
822,586,531,Button.left,Released
881,709,413,Button.left,Pressed
887,709,413,Button.left,Released
939,648,460,Button.left,Pressed
946,648,460,Button.left,Released
1034,644,473,Button.left,Pressed
1040,644,473,Button.left,Released
1165,664,349,Button.left,Pressed
1178,664,347,Button.left,Released
