frame,x,y
0,1209,385
1,1209,385
2,1209,385
3,1209,385
4,1209,385
5,1209,385
6,1209,385
7,1209,385
8,1209,385
9,1209,385
10,1209,385
11,1209,385
12,1209,385
13,1209,385
14,1209,385
15,1209,385
16,1209,385
17,1209,385
18,1209,385
19,1209,385
20,1209,385
21,1209,385
22,1209,385
23,1209,385
24,1209,385
25,1209,385
26,1209,385
27,1209,385
28,1209,385
29,1209,385
30,1209,385
31,1209,385
32,1209,385
33,1209,385
34,1209,385
35,1209,385
36,1209,385
37,1209,385
38,1209,385
39,1209,385
40,1209,385
41,1206,391
42,1203,396
43,1200,400
44,1198,407
45,1196,410
46,1195,417
47,1195,422
48,1195,424
49,1195,426
50,1194,427
51,1194,429
52,1191,433
53,1182,440
54,1173,445
55,1150,452
56,1124,454
57,1095,453
58,1066,450
59,1041,449
60,1027,448
61,1021,448
62,1020,448
63,1020,448
64,1020,448
65,1020,448
66,1020,448
67,1020,448
68,1020,448
69,1020,448
70,1020,448
71,1020,448
72,1020,448
73,1020,448
74,1020,448
75,1019,450
76,1019,451
77,1018,452
78,1018,452
79,1018,452
80,1018,452
81,1018,452
82,1018,452
83,1018,452
84,1018,452
85,1018,452
86,1018,452
87,1018,452
88,1018,452
89,1018,452
90,1018,452
91,1018,452
92,1018,452
93,1018,452
94,1018,452
95,1018,452
96,1018,452
97,1018,452
98,1018,452
99,1018,452
100,1018,452
101,1018,452
102,1018,452
103,1018,452
104,1018,452
105,1018,452
106,1018,453
107,1018,453
108,1018,453
109,1018,453
110,1018,453
111,1018,453
112,1018,453
113,1018,453
114,1018,453
115,1018,453
116,1018,453
117,1018,453
118,1018,453
119,1018,453
120,1018,453
121,1018,453
122,1018,453
123,1018,453
124,1018,453
125,1018,453
126,1018,453
127,1018,453
128,1018,453
129,1018,453
130,1018,453
131,1018,453
132,1018,453
133,1018,453
134,1018,453
135,1018,453
136,1018,453
137,1018,453
138,1018,453
139,1018,453
140,1018,453
141,1018,453
142,1018,453
143,1018,453
144,1018,453
145,1018,453
146,1018,453
147,1018,453
148,1018,453
149,1018,453
150,1018,453
151,1018,453
152,1018,453
153,1018,453
154,1018,453
155,1018,453
156,1018,453
157,1018,453
158,1022,454
159,1034,458
160,1059,468
161,1068,472
162,1074,483
163,1080,505
164,1086,546
165,1088,559
166,1094,660
167,1094,712
168,1094,746
169,1095,773
170,1095,794
171,1094,806
172,1094,811
173,1094,813
174,1094,816
175,1094,822
176,1093,827
177,1091,830
178,1090,832
179,1090,833
180,1090,834
181,1088,835
182,1084,837
183,1079,840
184,1074,844
185,1069,847
186,1067,850
187,1066,852
188,1066,853
189,1066,853
190,1066,853
191,1066,853
192,1066,853
193,1066,853
194,1066,853
195,1066,853
196,1066,853
197,1066,853
198,1066,853
199,1066,853
200,1066,852
201,1072,848
202,1074,844
203,1082,836
204,1091,828
205,1121,804
206,1142,788
207,1205,738
208,1241,703
209,1259,682
210,1284,640
211,1291,619
212,1303,567
213,1308,538
214,1311,517
215,1314,502
216,1317,489
217,1318,481
218,1319,473
219,1319,467
220,1319,460
221,1319,452
222,1319,444
223,1319,432
224,1319,423
225,1319,413
226,1319,407
227,1319,400
228,1319,398
229,1319,398
230,1319,398
231,1319,398
232,1319,398
233,1319,398
234,1319,398
235,1319,397
236,1317,395
237,1311,394
238,1308,393
239,1306,392
