frame,x,y
0,169,108
1,169,108
2,169,108
3,169,108
4,169,108
5,168,107
6,166,106
7,161,104
8,148,95
9,142,90
10,137,86
11,134,82
12,129,79
13,121,75
14,106,69
15,99,66
16,93,63
17,87,61
18,85,59
19,83,58
20,82,58
21,81,58
22,79,58
23,77,58
24,76,58
25,72,58
26,69,58
27,65,60
28,63,60
29,60,60
30,57,60
31,50,60
32,45,60
33,44,60
34,42,60
35,40,60
36,37,60
37,35,60
38,31,60
39,28,60
40,25,60
41,23,59
42,22,59
43,18,58
44,15,58
45,14,57
46,10,55
47,10,55
48,10,55
49,10,55
50,10,55
51,10,55
52,10,55
53,10,55
54,10,55
55,10,55
56,10,55
57,10,55
58,10,55
59,10,55
60,10,55
61,10,55
62,12,55
63,34,63
64,70,76
65,116,95
66,175,121
67,277,172
68,325,196
69,364,214
70,399,232
71,451,257
72,506,292
73,575,332
74,715,405
75,775,427
76,817,443
77,845,451
78,858,456
79,868,460
80,874,463
81,877,465
82,877,465
83,878,465
84,878,466
85,879,468
86,881,472
87,886,478
88,896,489
89,903,498
90,913,505
91,926,517
92,936,528
93,947,539
94,952,547
95,956,552
96,956,552
97,957,553
98,957,553
99,959,555
100,961,556
101,962,558
102,963,560
103,964,561
104,965,561
105,966,562
106,974,569
107,984,579
108,991,584
109,995,587
110,996,588
111,997,588
112,997,588
113,997,585
114,997,584
115,997,584
116,997,583
117,997,583
118,998,583
119,999,583
120,999,583
121,999,583
122,999,583
123,999,583
124,999,583
125,999,583
126,999,583
127,999,583
128,999,583
129,999,583
130,999,583
131,999,583
132,999,583
133,999,583
134,999,583
135,999,581
136,999,579
137,999,577
138,999,576
139,999,575
140,999,575
141,999,575
142,999,575
143,999,575
144,999,575
145,999,576
146,1000,576
147,1000,576
148,1000,576
149,1000,576
150,1000,576
151,1000,576
152,1000,576
153,1000,576
154,1000,576
155,1000,576
156,1000,576
157,1000,576
158,1000,576
159,1000,576
160,1000,576
161,1000,576
162,1000,576
163,1000,576
164,998,576
165,970,562
166,928,535
167,874,503
168,840,484
169,797,461
170,765,440
171,741,422
172,723,406
173,708,394
174,708,394
175,708,394
176,708,394
177,708,394
178,708,394
179,708,394
180,708,394
181,708,394
182,708,394
183,707,394
184,687,394
185,664,394
186,615,399
187,594,401
188,594,401
189,581,402
190,581,402
191,581,402
192,581,402
193,581,402
194,581,402
195,581,402
196,581,402
197,581,402
198,581,402
199,581,402
200,581,402
201,581,402
202,580,402
203,572,409
204,546,430
205,537,436
206,528,442
207,524,444
208,523,445
209,523,445
210,522,445
211,522,445
212,522,445
213,522,445
214,522,445
215,522,445
216,522,445
217,522,445
218,522,445
219,521,472
220,521,472
221,520,543
222,516,589
223,512,651
224,507,702
225,498,747
226,482,808
227,475,826
228,470,835
229,470,835
230,459,844
231,452,847
232,442,852
233,416,867
234,398,879
235,386,889
236,375,897
237,369,902
238,367,904
239,365,906
