frame,key,event
147,'f',Pressed
152,'f',Released
164,'r',Pressed
172,'r',Released
194,'e',Pressed
199,'q',Pressed
204,'e',Released
207,'q',Released
337,'f',Pressed
342,'f',Released
357,'r',Pressed
362,'r',Released
371,'e',Pressed
376,'q',Pressed
378,'e',Released
384,'q',Released
545,'2',Pressed
550,'2',Released
574,'4',Pressed
581,'4',Released
597,'0',Pressed
601,'0',Released
610,'0',Pressed
619,'0',Released
741,'2',Pressed
749,'2',Released
754,'3',Released
779,'0',Pressed
784,'0',Released
789,'0',Pressed
797,'0',Released
922,'6',Pressed
927,'6',Released
953,'0',Pressed
958,'0',Released
967,'0',Pressed
969,'0',Released
975,'0',Pressed
981,'0',Released
1003,'1',Pressed
1013,'1',Released
1254,'2',Pressed
1259,'2',Released
1264,'0',Pressed
1268,'0',Released
1274,'0',Pressed
1281,'0',Released
