frame,x,y,button,event
11,1003,364,Button.left,Pressed
17,1003,364,Button.left,Released
239,974,403,Button.left,Pressed
247,974,403,Button.left,Released
271,976,403,Button.left,Pressed
278,976,403,Button.left,Released
294,981,402,Button.left,Pressed
300,981,402,Button.left,Released
320,991,395,Button.left,Pressed
326,991,395,Button.left,Released
426,944,445,Button.left,Pressed
431,944,445,Button.left,Released
449,944,449,Button.left,Pressed
455,944,449,Button.left,Released
486,945,454,Button.left,Pressed
491,945,454,Button.left,Released
676,958,502,Button.left,Pressed
681,958,502,Button.left,Released
699,958,501,Button.left,Pressed
704,958,501,Button.left,Released
718,961,498,Button.left,Pressed
723,961,498,Button.left,Released
803,955,516,Button.left,Pressed
809,955,516,Button.left,Released
993,929,550,Button.left,Pressed
998,929,550,Button.left,Released
1136,960,587,Button.left,Pressed
1175,970,561,Button.left,Released
1199,998,611,Button.left,Pressed
1204,998,611,Button.left,Released
1313,1041,788,Button.left,Pressed
1319,1042,789,Button.left,Released
1360,866,185,Button.left,Pressed
1364,866,185,Button.left,Released
1367,866,185,Button.left,Pressed
1373,866,185,Button.left,Released
