frame,x,y,button,event
21,1027,185,Button.right,Pressed
31,1027,185,Button.right,Released
111,1151,344,Button.left,Pressed
118,1151,344,Button.left,Released
156,1063,214,Button.left,Pressed
161,1063,214,Button.left,Released
165,1063,214,Button.left,Pressed
172,1063,214,Button.left,Released
214,965,360,Button.left,Pressed
221,964,359,Button.left,Released
589,907,402,Button.left,Pressed
595,907,402,Button.left,Released
607,911,402,Button.left,Pressed
613,911,402,Button.left,Released
621,923,398,Button.left,Pressed
626,923,398,Button.left,Released
820,916,463,Button.left,Pressed
826,916,463,Button.left,Released
967,920,486,Button.left,Pressed
972,920,486,Button.left,Released
1000,910,518,Button.left,Pressed
1006,910,518,Button.left,Released
1083,911,544,Button.left,Pressed
1086,911,544,Button.left,Released
1227,925,622,Button.left,Pressed
1232,925,622,Button.left,Released
1357,1067,791,Button.left,Pressed
1364,1067,791,Button.left,Released
