frame,x,y,button,event
28,283,709,Button.left,Pressed
33,283,709,Button.left,Released
147,375,786,Button.left,Pressed
236,464,786,Button.left,Released
286,368,889,Button.left,Pressed
356,406,890,Button.left,Released
447,376,806,Button.left,Pressed
523,328,812,Button.left,Released
559,350,840,Button.left,Pressed
728,283,840,Button.left,Released
773,364,871,Button.left,Pressed
860,371,870,Button.left,Released
907,372,874,Button.left,Pressed
945,368,874,Button.left,Released
965,403,891,Button.left,Pressed
1028,415,887,Button.left,Released
1089,361,840,Button.left,Pressed
1374,261,847,Button.left,Released
1405,215,717,Button.left,Pressed
1411,215,717,Button.left,Released
1472,173,772,Button.left,Pressed
1478,173,772,Button.left,Released
