frame,key,event
268,'-',Pressed
272,'-',Released
296,'n',Pressed
302,'n',Released
343,'y',Pressed
349,'y',Released
417,'q',Pressed
422,'u',Pressed
425,'q',Released
428,'u',Released
436,'i',Pressed
443,'i',Released
445,'s',Pressed
453,'s',Released
464,'t',Pressed
471,'t',Released
482,Key.shift,Pressed
486,'_',Pressed
490,'_',Released
492,Key.shift,Released
526,'r',Pressed
532,'a',Pressed
535,'r',Released
541,'a',Released
557,'t',Pressed
562,'t',Released
563,'e',Pressed
571,'e',Released
