frame,x,y
0,1383,252
1,1381,247
2,1385,237
3,1383,237
4,1353,276
5,1320,327
6,1331,359
7,1346,374
8,1346,377
9,1346,386
10,1344,383
11,1346,384
12,1329,376
13,1002,383
14,841,383
15,851,369
16,865,359
17,875,355
18,875,357
19,877,359
20,880,357
21,882,357
22,880,359
23,882,359
24,895,349
25,1249,337
26,1309,362
27,1324,381
28,1339,383
29,1347,388
30,1347,388
31,1346,386
32,1148,406
33,835,423
34,792,427
35,755,427
36,741,425
37,735,425
38,725,430
39,725,432
40,725,432
41,725,438
42,726,435
43,726,435
44,726,435
45,726,435
46,726,435
47,765,427
48,1131,344
49,1154,340
50,1139,340
51,1327,355
52,1391,367
53,1403,389
54,1385,423
55,1385,427
56,1386,437
57,1386,435
58,1375,435
59,1219,488
