frame,x,y,button,event
474,234,145,Button.left,Pressed
478,234,145,Button.left,Released
481,234,145,Button.left,Pressed
486,234,145,Button.left,Released
568,22,122,Button.left,Released
569,22,122,Button.left,Pressed
570,22,122,Button.left,Released
624,22,137,Button.left,Pressed
629,22,138,Button.left,Released
682,22,126,Button.left,Pressed
687,22,126,Button.left,Released
731,22,150,Button.left,Pressed
738,22,150,Button.left,Released
796,20,91,Button.left,Pressed
800,20,91,Button.left,Released
1092,82,200,Button.left,Pressed
1097,82,200,Button.left,Released
1160,138,214,Button.left,Pressed
1167,138,214,Button.left,Released
1426,22,393,Button.left,Pressed
1434,22,393,Button.left,Released
1788,24,93,Button.left,Pressed
1795,24,93,Button.left,Released
1941,21,111,Button.left,Pressed
1947,21,111,Button.left,Released
2025,101,268,Button.left,Pressed
2033,101,268,Button.left,Released
2123,1898,3,Button.left,Pressed
2133,1898,4,Button.left,Released
3867,234,1054,Button.left,Pressed
3870,234,1054,Button.left,Released
3948,1434,314,Button.left,Pressed
3980,1203,287,Button.left,Released
4015,1759,332,Button.left,Pressed
4019,1759,332,Button.left,Released
4191,1361,545,Button.left,Pressed
4193,1361,545,Button.left,Released
4246,910,513,Button.right,Pressed
4250,910,513,Button.right,Released
4306,854,515,Button.left,Pressed
4312,853,515,Button.left,Released
4380,1239,291,Button.left,Pressed
4385,1239,291,Button.left,Released
4455,1447,974,Button.left,Pressed
4461,1447,974,Button.left,Released
4529,945,300,Button.left,Pressed
4532,945,300,Button.left,Released
4638,1356,324,Button.left,Pressed
4643,1356,324,Button.left,Released
4675,1312,325,Button.left,Pressed
4680,1312,325,Button.left,Released
4822,1896,3,Button.left,Pressed
4828,1897,3,Button.left,Released
4851,1895,5,Button.left,Pressed
4855,1895,5,Button.left,Released
4951,55,60,Button.left,Pressed
4955,55,60,Button.left,Released
5021,933,565,Button.left,Pressed
5028,934,565,Button.left,Released
5100,219,1052,Button.left,Pressed
5104,219,1052,Button.left,Released
5607,335,76,Button.left,Pressed
5611,335,76,Button.left,Released
5806,231,1057,Button.left,Pressed
5807,231,1057,Button.left,Released
5874,983,329,Button.left,Pressed
5877,983,329,Button.left,Released
5904,919,331,Button.left,Pressed
5909,919,331,Button.left,Released
5968,935,328,Button.left,Pressed
5976,935,328,Button.left,Released
6233,584,145,Button.left,Pressed
6240,584,145,Button.left,Released
7213,360,136,Button.left,Pressed
7217,360,136,Button.left,Released
7222,360,136,Button.left,Pressed
7227,360,136,Button.left,Released
7326,23,128,Button.left,Pressed
7331,23,128,Button.left,Released
7437,22,122,Button.left,Pressed
7444,22,122,Button.left,Released
7473,22,108,Button.left,Pressed
7479,22,108,Button.left,Released
