frame,x,y,button,event
36,655,284,Button.left,Pressed
44,655,284,Button.left,Released
81,655,284,Button.right,Pressed
91,655,284,Button.right,Released
274,562,288,Button.left,Pressed
281,562,288,Button.left,Released
376,317,28,Button.left,Pressed
382,317,28,Button.left,Released
737,692,544,Button.left,Pressed
740,692,545,Button.left,Released
1043,1479,840,Button.left,Pressed
1048,1479,840,Button.left,Released
1074,1479,840,Button.left,Pressed
1078,1479,840,Button.left,Released
1092,1479,840,Button.left,Pressed
1097,1479,840,Button.left,Released
1103,1479,840,Button.left,Pressed
1107,1479,840,Button.left,Released
1112,1479,840,Button.left,Pressed
1117,1479,840,Button.left,Released
1121,1479,840,Button.left,Pressed
1125,1479,840,Button.left,Released
1132,1479,840,Button.left,Pressed
1135,1479,840,Button.left,Released
1147,1479,840,Button.left,Pressed
1151,1479,840,Button.left,Released
1158,1479,840,Button.left,Pressed
1162,1479,840,Button.left,Released
1167,1479,840,Button.left,Pressed
1173,1479,840,Button.left,Released
1178,1479,840,Button.left,Pressed
1182,1479,840,Button.left,Released
1189,1479,840,Button.left,Pressed
1191,1479,840,Button.left,Released
1198,1479,840,Button.left,Pressed
1201,1479,840,Button.left,Released
1206,1479,840,Button.left,Pressed
1211,1479,840,Button.left,Released
1265,1475,842,Button.left,Pressed
1271,1475,842,Button.left,Released
1330,1457,852,Button.left,Pressed
1336,1457,852,Button.left,Released
1557,1457,852,Button.left,Pressed
1560,1457,852,Button.left,Released
