frame,x,y,button,event
339,906,258,Button.left,Pressed
343,906,258,Button.left,Released
348,906,258,Button.left,Pressed
353,906,258,Button.left,Released
356,906,258,Button.left,Pressed
360,906,258,Button.left,Released
944,651,254,Button.left,Pressed
948,651,254,Button.left,Released
970,687,272,Button.left,Pressed
978,687,272,Button.left,Released
998,687,265,Button.left,Pressed
1004,687,265,Button.left,Released
1466,1417,209,Button.left,Pressed
1468,1417,209,Button.left,Released
1724,84,79,Button.left,Pressed
1729,84,80,Button.left,Released
1735,84,80,Button.left,Pressed
1739,84,80,Button.left,Released
1828,282,246,Button.left,Pressed
1831,282,246,Button.left,Released
1931,120,84,Button.left,Pressed
1935,120,84,Button.left,Released
2435,916,341,Button.left,Pressed
2439,916,341,Button.left,Released
2466,916,341,Button.left,Pressed
2511,895,613,Button.left,Released
2842,473,110,Button.left,Pressed
2847,473,110,Button.left,Released
3249,1912,112,Button.left,Released
3260,1912,112,Button.left,Pressed
3274,1912,112,Button.left,Released
3363,1907,381,Button.left,Pressed
3424,1905,121,Button.left,Released
3514,1905,122,Button.left,Pressed
3799,1881,321,Button.left,Released
3852,556,334,Button.left,Pressed
3857,556,334,Button.left,Released
3896,496,360,Button.left,Pressed
3897,496,360,Button.left,Released
3989,493,304,Button.left,Pressed
3994,493,304,Button.left,Released
10718,479,491,Button.left,Pressed
10724,480,491,Button.left,Released
10750,480,469,Button.left,Pressed
10756,480,469,Button.left,Released
11848,398,75,Button.left,Pressed
11855,398,75,Button.left,Released
12062,292,133,Button.left,Pressed
12065,292,133,Button.left,Released
12102,303,165,Button.left,Pressed
12106,303,165,Button.left,Released
12218,342,141,Button.left,Pressed
12226,342,141,Button.left,Released
12477,427,132,Button.left,Pressed
12482,427,132,Button.left,Released
12650,270,146,Button.left,Pressed
12665,270,146,Button.left,Released
12940,15,978,Button.left,Pressed
12946,15,978,Button.left,Released
14347,14,660,Button.left,Pressed
14352,14,660,Button.left,Released
14590,251,878,Button.left,Pressed
14594,251,878,Button.left,Released
14623,251,869,Button.left,Pressed
14629,251,869,Button.left,Released
15690,208,133,Button.left,Pressed
15695,208,133,Button.left,Released
15746,198,138,Button.left,Pressed
15751,198,138,Button.left,Released
15767,198,138,Button.right,Pressed
15774,198,138,Button.right,Released
16561,542,438,Button.left,Pressed
16564,542,438,Button.left,Released
16630,475,356,Button.left,Pressed
16636,475,356,Button.left,Released
16988,329,461,Button.left,Pressed
16995,329,461,Button.left,Released
17213,318,1071,Button.left,Pressed
17218,318,1071,Button.left,Released
17264,381,1015,Button.left,Pressed
17269,381,1015,Button.left,Released
17318,977,788,Button.left,Pressed
17320,977,788,Button.left,Released
