frame,x,y,button,event
155,219,411,Button.left,Pressed
160,219,411,Button.left,Released
224,235,501,Button.left,Pressed
228,235,501,Button.left,Released
290,218,407,Button.left,Pressed
294,218,407,Button.left,Released
350,316,677,Button.left,Released
414,187,504,Button.left,Pressed
418,187,504,Button.left,Released
444,242,505,Button.left,Pressed
446,242,505,Button.left,Released
505,187,504,Button.left,Pressed
510,187,504,Button.left,Released
551,311,676,Button.left,Pressed
554,311,676,Button.left,Released
626,345,502,Button.left,Pressed
630,345,502,Button.left,Released
662,371,502,Button.left,Pressed
665,371,502,Button.left,Released
783,464,503,Button.left,Pressed
786,464,503,Button.left,Released
810,489,502,Button.left,Pressed
813,489,502,Button.left,Released
867,687,500,Button.left,Pressed
869,687,500,Button.left,Released
967,732,503,Button.left,Pressed
970,732,503,Button.left,Released
1037,678,506,Button.left,Pressed
1040,678,506,Button.left,Released
1081,766,326,Button.left,Pressed
1084,766,326,Button.left,Released
1162,679,497,Button.left,Pressed
1164,679,497,Button.left,Released
1205,765,339,Button.left,Pressed
1208,765,339,Button.left,Released
1275,855,504,Button.left,Pressed
1277,855,504,Button.left,Released
1307,904,499,Button.left,Pressed
1312,904,499,Button.left,Released
1356,856,502,Button.left,Pressed
1384,907,501,Button.left,Released
1442,1098,500,Button.left,Pressed
1446,1098,500,Button.left,Released
1478,1134,498,Button.left,Pressed
1482,1134,498,Button.left,Released
1767,1337,458,Button.left,Pressed
1774,1337,458,Button.left,Released
1820,1412,452,Button.left,Pressed
1823,1412,452,Button.left,Released
1878,1568,417,Button.left,Pressed
1881,1568,416,Button.left,Released
1925,1532,683,Button.left,Pressed
1929,1531,684,Button.left,Released
1987,1571,422,Button.left,Pressed
1991,1571,422,Button.left,Released
2031,1624,811,Button.left,Pressed
2035,1624,811,Button.left,Released
2115,1335,676,Button.left,Pressed
2117,1335,676,Button.left,Released
2151,1254,676,Button.left,Pressed
2153,1254,676,Button.left,Released
2209,1112,680,Button.left,Pressed
2211,1112,680,Button.left,Released
2243,1050,677,Button.left,Pressed
2247,1050,677,Button.left,Released
2292,897,678,Button.left,Pressed
2296,897,678,Button.left,Released
2327,834,678,Button.left,Pressed
2330,834,678,Button.left,Released
2376,371,677,Button.left,Pressed
2379,371,677,Button.left,Released
2423,436,675,Button.left,Pressed
2425,436,675,Button.left,Released
2465,379,679,Button.left,Pressed
2467,379,679,Button.left,Released
2494,435,680,Button.left,Pressed
2496,436,680,Button.left,Released
2615,541,679,Button.left,Pressed
2618,541,679,Button.left,Released
2660,624,744,Button.left,Pressed
2663,624,745,Button.left,Released
2729,553,678,Button.left,Pressed
2784,613,723,Button.left,Released
2812,540,679,Button.left,Pressed
2815,540,679,Button.left,Released
2857,618,744,Button.left,Pressed
2860,618,744,Button.left,Released
2914,731,681,Button.left,Pressed
2917,731,681,Button.left,Released
2954,655,743,Button.left,Pressed
2956,655,743,Button.left,Released
3093,687,102,Button.left,Pressed
3099,687,102,Button.left,Released
