frame,x,y
0,1705,195
1,1705,195
2,1706,195
3,1706,195
4,1706,195
5,1706,195
6,1706,195
7,1706,195
8,1703,195
9,1564,300
10,1144,494
11,995,559
12,936,606
13,851,579
14,835,570
15,836,569
16,836,569
17,836,569
18,851,564
19,1051,574
20,1080,572
21,1094,570
22,1100,570
23,1099,569
24,1099,569
25,1099,569
26,1099,569
27,1099,569
28,1275,511
29,1564,339
30,1623,198
31,1637,173
32,1634,179
33,1634,179
34,1671,188
35,1755,201
36,1830,201
37,1833,198
38,1837,188
39,1837,188
40,1837,188
41,1837,188
42,1805,235
43,1468,471
44,819,428
