frame,x,y,button,event
68,440,391,Button.left,Pressed
71,440,391,Button.left,Released
201,54,57,Button.left,Pressed
204,54,57,Button.left,Released
260,1055,569,Button.left,Pressed
263,1055,569,Button.left,Released
368,227,1054,Button.left,Pressed
371,227,1054,Button.left,Released
502,1898,74,Button.left,Pressed
505,1898,74,Button.left,Released
605,1742,280,Button.left,Pressed
609,1742,280,Button.left,Released
681,1441,287,Button.left,Pressed
684,1441,287,Button.left,Released
788,178,246,Button.left,Pressed
791,178,246,Button.left,Released
932,1134,758,Button.left,Pressed
935,1135,759,Button.left,Released
1024,164,20,Button.left,Pressed
1028,164,20,Button.left,Released
1071,303,59,Button.left,Pressed
1074,303,59,Button.left,Released
1628,605,131,Button.left,Pressed
1633,605,131,Button.left,Released
1737,604,126,Button.left,Pressed
1741,604,126,Button.left,Released
1744,604,126,Button.left,Pressed
1750,604,126,Button.left,Released
1942,150,215,Button.left,Pressed
1946,150,215,Button.left,Released
2032,144,347,Button.left,Pressed
2033,144,347,Button.left,Released
2040,144,347,Button.left,Pressed
2045,144,347,Button.left,Released
2060,144,347,Button.left,Pressed
2064,144,347,Button.left,Released
2115,120,128,Button.left,Pressed
2120,120,128,Button.left,Released
2150,125,151,Button.left,Pressed
2156,126,151,Button.left,Released
2233,369,205,Button.left,Pressed
2240,369,205,Button.left,Released
2346,318,252,Button.left,Pressed
2350,318,252,Button.left,Released
3227,1619,40,Button.left,Pressed
3230,1619,40,Button.left,Released
3330,224,1063,Button.left,Pressed
3334,224,1063,Button.left,Released
3366,655,320,Button.left,Pressed
3369,655,320,Button.left,Released
3490,96,68,Button.left,Pressed
3494,96,68,Button.left,Released
3660,315,159,Button.left,Pressed
3666,315,159,Button.left,Released
3818,127,845,Button.left,Pressed
3824,127,845,Button.left,Released
3879,153,869,Button.left,Pressed
3886,153,869,Button.left,Released
4033,474,180,Button.left,Pressed
4039,474,180,Button.left,Released
4556,217,1045,Button.left,Pressed
4557,217,1045,Button.left,Released
4611,102,63,Button.left,Pressed
4615,102,63,Button.left,Released
4716,521,1055,Button.left,Pressed
4719,521,1055,Button.left,Released
4796,429,215,Button.left,Pressed
4801,429,215,Button.left,Released
4844,429,196,Button.left,Pressed
4851,429,196,Button.left,Released
4954,195,848,Button.left,Pressed
4960,196,848,Button.left,Released
5002,305,865,Button.left,Pressed
5007,305,865,Button.left,Released
5244,510,834,Button.left,Pressed
5249,511,834,Button.left,Released
5288,322,1054,Button.left,Pressed
5290,322,1054,Button.left,Released
5378,186,981,Button.left,Pressed
5383,186,981,Button.left,Released
5438,1092,740,Button.left,Pressed
5442,1092,740,Button.left,Released
