frame,x,y,button,event
402,1802,7,Button.left,Pressed
407,1802,7,Button.left,Released
462,1718,289,Button.left,Pressed
466,1718,289,Button.left,Released
776,220,1050,Button.left,Pressed
780,220,1050,Button.left,Released
848,679,65,Button.left,Pressed
854,679,65,Button.left,Released
1110,558,1056,Button.left,Pressed
1114,558,1056,Button.left,Released
1173,198,87,Button.left,Pressed
1177,198,87,Button.left,Released
1535,224,122,Button.left,Pressed
1537,224,122,Button.left,Released
1634,1867,81,Button.left,Pressed
1635,1867,81,Button.left,Released
1669,1853,76,Button.left,Pressed
1675,1853,76,Button.left,Released
1940,215,1071,Button.left,Pressed
1946,215,1071,Button.left,Released
2017,101,62,Button.left,Pressed
2023,101,62,Button.left,Released
2115,580,1048,Button.left,Pressed
2120,580,1048,Button.left,Released
2166,468,289,Button.left,Pressed
2169,468,289,Button.left,Released
2275,1781,84,Button.left,Pressed
2279,1781,84,Button.left,Released
2358,1780,83,Button.left,Pressed
2359,1780,83,Button.left,Released
2493,693,85,Button.left,Pressed
2502,693,85,Button.left,Released
2626,709,161,Button.left,Released
2736,12,64,Button.left,Pressed
2740,12,64,Button.left,Released
2893,956,566,Button.left,Pressed
2897,956,566,Button.left,Released
3073,232,1054,Button.left,Pressed
3080,232,1054,Button.left,Released
3104,232,1054,Button.left,Pressed
3111,232,1054,Button.left,Released
3184,304,74,Button.left,Pressed
3187,304,74,Button.left,Released
3418,299,299,Button.left,Pressed
3421,299,299,Button.left,Released
3524,224,1065,Button.left,Pressed
3525,224,1065,Button.left,Released
3626,86,65,Button.left,Pressed
3630,86,65,Button.left,Released
3726,571,1068,Button.left,Pressed
3730,571,1068,Button.left,Released
3815,458,135,Button.left,Pressed
3819,458,135,Button.left,Released
3847,458,118,Button.left,Pressed
3850,458,118,Button.left,Released
3920,608,463,Button.left,Pressed
3924,608,463,Button.left,Released
4039,410,125,Button.left,Pressed
4044,410,125,Button.left,Released
4048,410,125,Button.left,Pressed
4053,410,125,Button.left,Released
4170,210,125,Button.left,Pressed
4174,210,125,Button.left,Released
4227,210,125,Button.left,Pressed
4232,210,125,Button.left,Released
4359,217,164,Button.left,Pressed
4365,217,164,Button.left,Released
4391,217,164,Button.left,Pressed
4395,217,164,Button.left,Released
4470,213,141,Button.left,Pressed
4476,213,141,Button.left,Released
4492,213,141,Button.left,Pressed
4498,213,141,Button.left,Released
4555,219,270,Button.left,Pressed
4561,219,270,Button.left,Released
4682,520,95,Button.left,Pressed
4687,520,95,Button.left,Released
4693,520,95,Button.left,Pressed
4696,520,95,Button.left,Released
4797,37,189,Button.left,Pressed
4803,37,189,Button.left,Released
5364,739,298,Button.left,Pressed
5368,739,298,Button.left,Released
5425,684,319,Button.left,Pressed
5431,684,319,Button.left,Released
5594,21,174,Button.left,Pressed
5600,21,174,Button.left,Released
5751,23,57,Button.left,Pressed
5756,23,57,Button.left,Released
5789,23,50,Button.left,Pressed
5795,23,50,Button.left,Released
5886,23,47,Button.left,Pressed
5889,23,47,Button.left,Released
5982,1886,4,Button.left,Pressed
5986,1886,4,Button.left,Released
6036,808,302,Button.left,Pressed
6039,808,302,Button.left,Released
6084,595,144,Button.left,Pressed
6091,595,144,Button.left,Released
6238,550,141,Button.left,Pressed
6239,550,141,Button.left,Released
6242,550,141,Button.left,Pressed
6248,550,141,Button.left,Released
6331,250,102,Button.left,Pressed
6334,250,102,Button.left,Released
6359,246,110,Button.left,Pressed
6364,246,110,Button.left,Released
6368,246,110,Button.left,Pressed
6374,246,110,Button.left,Released
6739,1888,14,Button.left,Pressed
6746,1888,14,Button.left,Released
6784,1058,251,Button.left,Pressed
6786,1058,251,Button.left,Released
7976,237,1065,Button.left,Pressed
7979,237,1065,Button.left,Released
8093,1865,67,Button.left,Pressed
8098,1865,67,Button.left,Released
