frame,x,y,button,event
18,401,713,Button.left,Pressed
26,401,713,Button.left,Released
301,153,971,Button.left,Pressed
307,153,971,Button.left,Released
310,153,971,Button.left,Pressed
317,153,971,Button.left,Released
321,153,971,Button.left,Pressed
327,153,971,Button.left,Released
331,153,971,Button.left,Pressed
337,153,971,Button.left,Released
371,157,979,Button.left,Pressed
376,157,979,Button.left,Released
380,157,979,Button.left,Pressed
387,157,979,Button.left,Released
390,157,979,Button.left,Pressed
397,157,979,Button.left,Released
409,157,979,Button.left,Pressed
414,157,979,Button.left,Released
508,161,981,Button.left,Pressed
515,161,981,Button.left,Released
534,161,981,Button.left,Pressed
539,161,981,Button.left,Released
594,234,973,Button.left,Pressed
598,234,973,Button.left,Released
603,234,973,Button.left,Pressed
609,234,973,Button.left,Released
635,231,972,Button.left,Pressed
640,231,972,Button.left,Released
645,231,972,Button.left,Pressed
651,231,972,Button.left,Released
655,231,972,Button.left,Pressed
662,231,972,Button.left,Released
672,231,972,Button.left,Pressed
678,231,972,Button.left,Released
727,294,971,Button.left,Pressed
735,294,971,Button.left,Released
737,294,971,Button.left,Pressed
744,294,971,Button.left,Released
747,294,971,Button.left,Pressed
754,294,971,Button.left,Released
769,294,971,Button.left,Pressed
775,294,971,Button.left,Released
844,294,971,Button.left,Pressed
850,294,971,Button.left,Released
858,294,971,Button.left,Pressed
864,294,971,Button.left,Released
912,224,973,Button.left,Pressed
918,224,973,Button.left,Released
926,223,973,Button.left,Pressed
931,223,973,Button.left,Released
1063,233,1002,Button.left,Pressed
1068,231,1002,Button.left,Released
