frame,x,y,button,event
13,827,517,Button.left,Pressed
17,827,517,Button.left,Released
20,827,517,Button.left,Pressed
26,827,517,Button.left,Released
75,910,361,Button.left,Pressed
127,910,361,Button.left,Released
173,925,378,Button.left,Pressed
201,922,340,Button.left,Released
231,912,409,Button.left,Pressed
237,912,409,Button.left,Released
250,916,407,Button.left,Pressed
255,916,407,Button.left,Released
269,919,400,Button.left,Pressed
273,919,400,Button.left,Released
607,910,431,Button.left,Pressed
612,910,431,Button.left,Released
696,1055,801,Button.left,Pressed
702,1055,801,Button.left,Released
