frame,x,y,button,event
39,372,826,Button.left,Pressed
187,365,830,Button.left,Released
230,375,888,Button.left,Pressed
472,492,884,Button.left,Released
510,413,875,Button.left,Pressed
740,416,870,Button.left,Released
781,379,856,Button.left,Pressed
890,383,855,Button.left,Released
979,405,870,Button.left,Pressed
1088,422,872,Button.left,Released
1125,199,704,Button.left,Pressed
1131,199,704,Button.left,Released
1162,187,776,Button.left,Pressed
1169,187,776,Button.left,Released
1498,187,773,Button.left,Pressed
