frame,x,y
0,1385,273
1,1361,259
2,1363,262
3,1275,311
4,934,416
5,895,430
6,892,427
7,890,430
8,989,406
9,1332,357
10,1354,350
11,1353,352
12,1353,352
13,1354,354
14,1354,369
15,1351,374
16,1351,381
17,1351,379
18,1331,377
19,882,416
20,701,425
21,713,427
22,733,425
23,743,425
24,752,425
25,755,420
26,763,427
27,769,430
28,772,432
29,774,433
30,775,433
31,775,432
32,774,432
33,774,433
34,774,433
35,774,433
36,774,433
37,774,433
38,775,435
39,775,440
40,784,438
41,1192,433
42,1381,423
43,1435,423
44,1434,438
45,1425,444
46,1415,442
47,1413,442
48,1361,445
49,951,442
50,934,452
51,975,501
52,1000,491
53,848,428
54,843,425
55,853,437
56,951,530
57,938,548
58,924,570
59,919,577
60,921,576
61,1012,565
62,1044,560
63,1053,557
64,1390,554
65,1544,548
66,1583,528
67,1584,523
68,1584,521
69,1595,530
70,1623,548
71,1647,591
72,1652,614
73,1652,621
74,1654,620
75,1654,620
76,1256,545
