frame,x,y,button,event
67,157,973,Button.left,Pressed
73,157,973,Button.left,Released
97,157,973,Button.left,Pressed
103,157,973,Button.left,Released
214,157,973,Button.left,Pressed
230,157,973,Button.left,Released
239,157,973,Button.left,Pressed
245,157,973,Button.left,Released
299,228,983,Button.left,Pressed
304,228,983,Button.left,Released
309,228,983,Button.left,Pressed
314,228,983,Button.left,Released
348,295,981,Button.left,Pressed
353,295,981,Button.left,Released
358,295,981,Button.left,Pressed
364,295,981,Button.left,Released
453,228,1006,Button.left,Pressed
458,228,1006,Button.left,Released
581,262,1005,Button.left,Pressed
587,262,1005,Button.left,Released
