frame,x,y
0,1212,389
1,1244,389
2,1280,394
3,1280,396
4,1378,393
5,1378,393
6,1378,393
7,857,476
8,653,508
9,570,511
10,554,501
11,554,503
12,577,477
13,579,476
14,579,479
15,579,479
16,579,479
17,594,477
18,1310,371
19,1444,345
20,1397,364
21,1375,384
22,1375,384
23,1371,384
24,1368,394
25,1368,394
26,1334,408
27,885,466
28,811,472
29,811,474
30,802,454
31,804,450
32,802,449
33,802,449
34,797,447
35,797,447
36,797,447
37,797,445
38,797,445
39,1114,415
40,1278,388
41,1305,389
42,1332,388
43,1366,386
44,1364,386
45,1364,388
46,1366,388
47,1271,408
48,743,482
49,743,482
50,606,491
51,577,481
52,516,484
53,493,472
54,493,471
55,493,472
56,486,471
57,486,467
58,486,467
59,486,467
60,486,467
61,763,455
62,1574,401
63,1669,403
64,1686,403
65,1696,422
66,1698,422
67,1715,432
68,1715,428
69,1715,433
70,1368,460
71,1099,488
72,1072,498
73,1038,498
74,1024,501
75,1019,533
76,1063,555
77,1065,564
78,1061,565
79,1056,572
80,1055,574
81,851,523
82,718,452
