frame,key,event
274,'1',Pressed
281,'1',Released
288,'/',Pressed
292,'/',Released
504,'b',Pressed
510,'i',Pressed
512,'b',Released
515,'i',Released
519,'n',Pressed
524,'n',Released
552,Key.shift,Pressed
558,'_',Pressed
562,Key.shift,Released
563,'-',Released
573,'s',Pressed
580,'s',Released
584,'i',Pressed
589,'i',Released
592,'z',Pressed
599,'z',Released
611,'e',Pressed
617,'e',Released
682,Key.shift,Pressed
687,'*',Pressed
692,'*',Released
695,'*',Pressed
699,'*',Released
705,Key.shift,Released
715,'2',Pressed
724,'2',Released
