frame,x,y
0,1618,479
1,1657,476
2,1681,476
3,1747,474
4,1747,474
5,1737,482
6,1732,484
7,1694,494
8,1278,506
9,1278,503
10,977,530
11,950,530
12,948,533
13,917,572
14,895,614
15,880,623
16,872,628
17,867,628
18,865,628
19,867,626
20,867,626
21,875,623
22,885,614
23,887,614
24,887,618
25,882,623
26,882,623
27,882,623
28,882,621
29,882,623
30,882,625
31,882,623
32,882,623
33,882,625
34,880,625
35,906,606
36,914,606
37,921,594
38,924,584
39,924,574
40,924,574
41,1273,548
42,1459,532
43,1488,526
44,1491,526
