frame,x,y,button,event
101,324,329,Button.left,Pressed
103,324,329,Button.left,Released
167,56,60,Button.left,Pressed
170,56,60,Button.left,Released
232,1045,559,Button.left,Pressed
235,1045,559,Button.left,Released
292,668,86,Button.left,Pressed
297,668,86,Button.left,Released
565,220,1055,Button.left,Pressed
568,220,1055,Button.left,Released
612,691,57,Button.left,Pressed
614,691,57,Button.left,Released
701,475,17,Button.left,Pressed
706,474,17,Button.left,Released
765,158,250,Button.left,Pressed
768,157,250,Button.left,Released
849,1142,768,Button.left,Pressed
852,1142,768,Button.left,Released
898,357,17,Button.left,Pressed
901,357,17,Button.left,Released
930,196,24,Button.left,Pressed
932,196,24,Button.left,Released
990,634,63,Button.left,Pressed
993,634,63,Button.left,Released
998,634,63,Button.left,Pressed
1001,634,63,Button.left,Released
1005,634,63,Button.left,Pressed
1009,634,63,Button.left,Released
1434,498,1068,Button.left,Pressed
1438,499,1069,Button.left,Released
1543,485,132,Button.left,Pressed
1547,485,132,Button.left,Released
1551,485,132,Button.left,Pressed
1556,485,132,Button.left,Released
1663,1629,28,Button.left,Pressed
1667,1629,28,Button.left,Released
1821,222,792,Button.left,Pressed
1825,222,792,Button.left,Released
1875,619,139,Button.left,Pressed
1879,619,139,Button.left,Released
1974,205,835,Button.left,Pressed
1978,205,835,Button.left,Released
2183,677,155,Button.left,Pressed
2188,677,155,Button.left,Released
2283,601,177,Button.left,Pressed
2285,601,177,Button.left,Released
2309,606,188,Button.left,Pressed
2313,606,188,Button.left,Released
2356,609,213,Button.left,Pressed
2361,609,213,Button.left,Released
2452,390,715,Button.left,Pressed
2456,390,715,Button.left,Released
2562,628,180,Button.left,Pressed
2564,628,180,Button.left,Released
2636,253,684,Button.left,Pressed
2642,253,684,Button.left,Released
2687,282,640,Button.left,Pressed
2692,282,640,Button.left,Released
2719,286,664,Button.left,Pressed
2726,286,664,Button.left,Released
2765,272,714,Button.left,Pressed
2770,272,714,Button.left,Released
2812,264,701,Button.left,Pressed
2817,264,701,Button.left,Released
2961,207,892,Button.left,Pressed
2966,207,892,Button.left,Released
3038,577,211,Button.left,Pressed
3042,577,211,Button.left,Released
3134,199,833,Button.left,Pressed
3142,199,833,Button.left,Released
3466,305,1064,Button.left,Pressed
3469,305,1064,Button.left,Released
3563,311,744,Button.left,Pressed
3566,312,744,Button.left,Released
3637,464,109,Button.left,Pressed
3641,464,109,Button.left,Released
3690,474,104,Button.left,Pressed
3697,474,104,Button.left,Released
3754,581,138,Button.left,Pressed
3760,581,138,Button.left,Released
3807,491,95,Button.left,Pressed
3812,491,95,Button.left,Released
3839,483,116,Button.left,Pressed
3844,483,116,Button.left,Released
3904,633,216,Button.left,Pressed
3908,633,216,Button.left,Released
3944,631,178,Button.left,Pressed
3948,631,178,Button.left,Released
4097,300,1057,Button.left,Pressed
4104,300,1057,Button.left,Released
4143,214,981,Button.left,Pressed
4146,214,981,Button.left,Released
4181,720,746,Button.left,Pressed
4186,720,746,Button.left,Released
