frame,x,y,button,event
43,253,368,Button.left,Pressed
46,253,368,Button.left,Released
107,605,377,Button.left,Pressed
110,605,377,Button.left,Released
158,790,377,Button.left,Pressed
161,790,377,Button.left,Released
202,782,377,Button.left,Pressed
205,782,377,Button.left,Released
255,925,376,Button.left,Pressed
258,925,376,Button.left,Released
311,1114,375,Button.left,Pressed
315,1114,375,Button.left,Released
364,1098,652,Button.left,Pressed
368,1098,652,Button.left,Released
427,952,646,Button.left,Pressed
431,952,646,Button.left,Released
483,277,504,Button.left,Pressed
486,277,504,Button.left,Released
552,156,504,Button.left,Pressed
556,156,504,Button.left,Released
604,142,664,Button.left,Pressed
607,142,664,Button.left,Released
656,160,509,Button.left,Pressed
659,160,509,Button.left,Released
705,153,807,Button.left,Pressed
710,153,807,Button.left,Released
801,329,665,Button.left,Pressed
806,329,665,Button.left,Released
846,414,594,Button.left,Pressed
850,414,594,Button.left,Released
912,330,665,Button.left,Pressed
917,330,665,Button.left,Released
958,415,764,Button.left,Pressed
961,417,764,Button.left,Released
1033,529,598,Button.left,Pressed
1037,529,598,Button.left,Released
1091,623,680,Button.left,Pressed
1096,623,680,Button.left,Released
