frame,x,y,button,event
44,1890,4,Button.left,Pressed
49,1890,4,Button.left,Released
163,494,165,Button.left,Pressed
169,494,165,Button.left,Released
254,498,180,Button.left,Pressed
260,498,180,Button.left,Released
518,646,191,Button.left,Pressed
526,646,191,Button.left,Released
622,659,554,Button.left,Pressed
669,664,340,Button.left,Released
866,329,580,Button.left,Pressed
873,329,580,Button.left,Released
1090,609,212,Button.left,Pressed
1098,609,212,Button.left,Released
1306,607,230,Button.left,Pressed
1312,607,230,Button.left,Released
1500,650,250,Button.left,Pressed
1507,650,250,Button.left,Released
1632,314,619,Button.left,Pressed
1635,314,619,Button.left,Released
1669,350,510,Button.left,Pressed
1675,350,510,Button.left,Released
3239,230,1056,Button.left,Pressed
3245,230,1056,Button.left,Released
3342,1761,331,Button.left,Released
3428,1192,302,Button.left,Pressed
3432,1192,302,Button.left,Released
3562,1283,887,Button.left,Pressed
3567,1283,887,Button.left,Released
3626,1450,981,Button.left,Pressed
3632,1450,981,Button.left,Released
3683,901,270,Button.left,Pressed
3691,901,270,Button.left,Released
3712,901,277,Button.left,Pressed
3713,901,277,Button.left,Released
3739,1023,332,Button.left,Pressed
3744,1023,332,Button.left,Released
3969,1054,333,Button.left,Pressed
3974,1054,333,Button.left,Released
3981,1054,333,Button.left,Pressed
3986,1054,333,Button.left,Released
3993,1054,333,Button.left,Pressed
3996,1054,333,Button.left,Released
5456,913,323,Button.left,Pressed
5463,914,323,Button.left,Released
5892,61,55,Button.left,Pressed
5895,61,55,Button.left,Released
5971,947,566,Button.left,Pressed
5974,947,566,Button.left,Released
6058,221,1058,Button.left,Pressed
6062,221,1058,Button.left,Released
6175,1163,282,Button.left,Pressed
6178,1163,282,Button.left,Released
6250,1482,850,Button.left,Pressed
6255,1482,850,Button.left,Released
6319,1458,1006,Button.left,Pressed
6324,1458,1006,Button.left,Released
6337,1458,992,Button.left,Pressed
6342,1458,992,Button.left,Released
6393,919,288,Button.left,Pressed
6396,919,288,Button.left,Released
6454,1452,338,Button.left,Pressed
6458,1452,338,Button.left,Released
6571,1236,460,Button.left,Pressed
6575,1236,460,Button.left,Released
6747,60,53,Button.left,Pressed
6752,60,53,Button.left,Released
6812,929,561,Button.left,Pressed
6816,929,561,Button.left,Released
6982,225,1065,Button.left,Pressed
6986,225,1065,Button.left,Released
7075,1090,300,Button.left,Pressed
7081,1090,300,Button.left,Released
7108,963,295,Button.left,Pressed
7111,963,295,Button.left,Released
7134,963,328,Button.left,Pressed
7137,963,328,Button.left,Released
7171,961,328,Button.left,Pressed
7181,961,328,Button.left,Released
7267,977,323,Button.left,Pressed
7272,977,323,Button.left,Released
