frame,x,y,button,event
1,930,194,Button.left,Released
130,931,519,Button.left,Pressed
135,931,519,Button.left,Released
682,917,548,Button.left,Pressed
689,917,548,Button.left,Released
776,919,581,Button.left,Pressed
778,919,581,Button.left,Released
989,913,607,Button.left,Pressed
993,913,607,Button.left,Released
1204,940,678,Button.left,Pressed
1208,940,678,Button.left,Released
1410,1053,848,Button.left,Pressed
1413,1053,848,Button.left,Released
1475,1077,206,Button.left,Pressed
1476,1077,206,Button.left,Released
1479,1077,206,Button.left,Pressed
1486,1077,206,Button.left,Released
