frame,x,y,button,event
103,124,259,Button.left,Pressed
178,123,389,Button.left,Released
232,124,589,Button.left,Pressed
295,124,415,Button.left,Released
341,178,400,Button.left,Pressed
396,266,344,Button.left,Released
440,189,406,Button.left,Pressed
574,1335,712,Button.left,Released
631,384,336,Button.left,Pressed
663,428,340,Button.left,Released
725,616,337,Button.left,Pressed
760,663,338,Button.left,Released
846,804,336,Button.left,Pressed
905,871,338,Button.left,Released
939,807,338,Button.left,Pressed
1027,754,490,Button.left,Released
1127,915,489,Button.left,Pressed
1164,957,489,Button.left,Released
1204,1105,492,Button.left,Pressed
1256,1138,492,Button.left,Released
1288,1196,489,Button.left,Pressed
1334,1246,491,Button.left,Released
1367,1386,490,Button.left,Pressed
1427,1422,490,Button.left,Released
1579,989,352,Button.left,Pressed
1621,1090,355,Button.left,Released
1694,995,323,Button.left,Pressed
1769,917,208,Button.left,Released
1819,1026,213,Button.left,Pressed
1849,1072,212,Button.left,Released
1910,1208,211,Button.left,Pressed
1956,1256,211,Button.left,Released
2011,1355,209,Button.left,Pressed
2059,1409,211,Button.left,Released
2249,1384,486,Button.left,Pressed
2297,1430,486,Button.left,Released
