frame,x,y
0,1386,388
1,1378,389
2,1381,389
3,1378,393
4,1166,430
5,775,486
6,709,498
7,704,510
8,697,526
9,708,540
10,704,554
11,704,574
12,703,576
13,706,577
14,709,570
15,711,569
16,711,567
17,711,567
18,711,567
19,711,567
20,855,550
21,855,548
22,1351,415
23,1375,406
24,1373,408
25,1378,399
26,1378,398
27,1378,398
28,1376,399
29,997,457
30,860,528
31,843,540
32,828,555
33,819,559
34,816,550
35,816,548
36,816,545
37,818,543
38,818,542
39,818,542
40,818,542
41,818,542
42,818,542
43,1134,469
44,1390,355
45,1390,355
46,1376,369
47,1369,376
48,1369,379
49,1361,388
50,1358,389
51,1358,389
52,1337,394
53,775,533
54,725,543
55,723,542
56,684,542
57,674,548
58,642,555
59,621,559
60,608,562
61,604,567
62,604,567
63,604,567
64,604,567
65,599,567
66,596,567
67,596,564
68,598,565
69,598,565
70,598,565
71,598,565
72,598,565
73,640,567
74,684,565
75,1400,504
76,1556,476
77,1583,466
78,1649,444
79,1667,440
80,1693,438
81,1713,437
82,1713,437
83,1698,442
84,1273,498
85,1051,567
86,1036,599
87,1050,608
88,1099,606
89,1097,606
90,1075,586
91,1055,577
92,1055,577
93,1050,574
94,1031,572
95,1007,564
96,1009,564
97,1009,564
98,1009,564
99,1014,559
