frame,x,y
0,177,697
1,177,697
2,177,697
3,177,697
4,177,697
5,177,697
6,179,699
7,185,703
8,190,706
9,198,712
10,204,715
11,208,718
12,211,721
13,217,725
14,227,732
15,240,740
16,255,746
17,264,748
18,266,750
19,268,751
20,274,752
21,278,750
22,280,748
23,282,738
24,282,734
25,281,729
26,279,726
27,276,721
28,275,718
29,272,711
30,270,707
31,270,706
32,270,706
33,270,706
34,270,706
35,270,706
36,270,706
37,270,706
38,270,706
39,270,706
40,270,706
41,270,706
42,270,706
43,270,706
44,270,706
45,270,706
46,270,708
47,273,714
48,277,717
49,281,723
50,284,729
51,291,742
52,300,762
53,305,776
54,313,790
55,316,798
56,317,803
57,318,809
58,318,819
59,321,833
60,322,847
61,323,854
62,324,858
63,324,861
64,324,862
65,324,862
66,323,862
67,312,866
68,284,871
69,245,872
70,216,872
71,206,872
72,206,872
73,207,872
74,209,872
75,212,873
76,221,873
77,226,873
78,231,873
79,232,873
80,232,874
81,232,875
82,232,876
83,232,876
84,232,876
85,232,876
86,232,876
87,232,876
88,232,876
89,232,876
90,233,876
91,234,876
92,235,875
93,236,875
94,238,875
95,238,875
96,239,875
97,239,875
98,239,875
99,239,875
100,239,875
101,239,875
102,239,875
103,239,875
104,239,875
105,239,875
106,239,875
107,239,875
108,239,875
109,239,875
110,243,874
111,254,873
112,266,872
113,278,872
114,287,872
115,290,872
116,290,872
117,291,872
118,292,872
119,292,872
120,294,872
121,295,872
122,296,872
123,297,872
124,299,872
125,301,871
126,303,871
127,304,871
128,305,871
129,305,871
130,305,871
131,305,871
132,305,871
133,305,871
134,305,871
135,305,871
136,305,871
137,305,871
138,305,871
139,305,871
140,305,871
141,305,871
142,305,871
143,305,871
144,305,871
145,306,871
146,312,871
147,321,871
148,329,871
149,338,871
150,341,871
151,343,871
152,344,871
153,344,871
154,344,871
155,344,871
156,344,871
157,344,871
158,344,871
159,344,871
160,344,871
161,344,871
162,344,871
163,344,871
164,344,871
165,344,871
166,344,871
167,344,871
168,344,871
169,344,871
170,344,871
171,344,871
172,344,871
173,344,871
174,344,871
175,344,871
176,344,871
177,344,871
178,344,871
179,344,871
180,344,871
181,344,871
182,344,871
183,344,871
184,344,871
185,344,871
186,344,871
187,344,871
188,344,871
189,344,871
190,344,871
191,344,871
192,344,871
193,344,871
194,344,871
195,344,871
196,344,871
197,344,871
198,344,871
199,344,871
200,344,871
201,344,871
202,344,871
203,344,871
204,344,871
205,344,871
206,344,871
207,344,871
208,344,871
209,344,871
210,344,871
211,344,871
212,344,871
213,344,871
214,344,871
215,344,871
216,344,871
217,344,871
218,344,871
219,344,871
220,344,871
221,344,871
222,344,871
223,344,871
224,344,871
225,344,871
226,344,871
227,344,871
228,344,871
229,344,871
230,344,871
231,344,871
232,344,871
233,344,871
234,344,871
235,344,871
236,344,871
237,344,871
238,344,871
239,348,871
240,355,871
241,359,871
242,359,871
243,359,871
244,359,871
245,359,871
246,359,871
247,359,871
248,359,871
249,359,871
250,359,871
251,359,871
252,359,871
253,359,871
254,359,871
255,359,871
256,359,871
257,357,871
258,354,871
259,350,872
260,347,872
261,345,873
262,345,873
263,345,873
264,344,873
265,344,873
266,344,873
267,344,873
268,344,873
269,344,873
270,344,873
271,344,873
272,344,873
273,344,873
274,344,873
275,344,873
276,344,873
277,344,873
278,344,873
279,344,873
280,344,873
281,344,873
282,344,873
283,344,873
284,344,873
285,344,873
286,344,873
287,344,873
288,344,873
289,344,873
290,344,873
291,344,873
292,344,873
293,344,873
294,344,873
295,344,873
296,344,873
297,345,873
298,346,873
299,348,873
300,350,872
301,355,870
302,359,866
303,360,864
304,361,861
305,361,858
306,362,855
307,363,851
308,363,848
309,363,846
310,364,845
311,364,844
312,364,843
313,366,840
314,366,839
315,366,839
316,366,839
317,367,838
318,367,838
319,368,837
320,369,837
321,369,837
322,369,837
323,369,837
324,369,837
325,369,837
326,369,837
327,369,837
328,369,837
329,369,837
330,369,837
331,369,837
332,369,837
333,369,837
334,369,837
335,369,837
336,369,837
337,369,837
338,369,837
339,369,837
340,369,837
341,369,837
342,369,837
343,369,837
344,369,837
345,369,837
346,369,837
347,369,837
348,369,837
349,369,837
350,369,837
351,369,837
352,369,837
353,369,836
354,369,836
355,369,836
356,369,836
357,369,836
358,369,836
359,369,836
360,369,836
361,369,836
362,369,836
363,369,836
364,369,836
365,369,836
366,369,836
367,369,836
368,369,836
369,369,836
370,369,836
371,369,836
372,369,836
373,369,836
374,369,836
375,369,836
376,369,836
377,369,836
378,369,836
379,369,836
380,369,836
381,369,836
382,369,836
383,369,836
384,369,836
385,369,836
386,369,836
387,369,836
388,369,836
389,369,836
390,369,836
391,369,836
392,369,836
393,368,836
394,367,836
395,367,836
396,365,839
397,365,840
398,365,840
399,363,839
400,362,837
401,362,837
402,361,836
403,361,836
404,361,836
405,361,836
406,361,836
407,361,833
408,362,829
409,364,822
410,365,817
411,367,812
412,370,806
413,372,801
414,374,796
415,375,792
416,376,789
417,377,788
418,377,787
419,377,787
420,377,786
421,377,785
422,377,784
423,377,784
424,377,784
425,377,784
426,377,784
427,377,784
428,376,784
429,376,784
430,376,784
431,376,784
432,376,784
433,376,784
434,376,784
435,376,784
436,376,784
437,376,784
438,376,784
439,376,784
440,376,784
441,379,784
442,382,784
443,384,784
444,390,784
445,392,784
446,392,784
447,392,784
448,392,784
449,392,784
450,392,784
451,392,784
452,392,784
453,392,784
454,392,784
455,392,784
456,392,784
457,392,784
458,392,784
459,392,784
460,392,784
461,392,784
462,391,784
463,391,784
464,390,784
465,390,784
466,388,784
467,384,785
468,383,785
469,380,786
470,379,786
471,378,786
472,378,786
473,377,786
474,377,786
475,377,786
476,375,786
477,375,786
478,375,786
479,375,786
480,375,786
481,375,786
482,375,786
483,375,786
484,375,786
485,375,786
486,375,786
487,375,786
488,375,786
489,375,786
490,375,786
491,375,786
492,375,786
493,375,786
494,375,786
495,375,786
496,375,786
497,374,786
498,373,787
499,372,787
500,372,787
501,372,787
502,372,787
503,372,787
504,372,787
505,372,787
506,372,787
507,372,787
508,372,787
509,372,787
510,372,787
511,372,787
512,372,787
513,372,787
514,372,787
515,372,787
516,372,787
517,372,787
518,372,787
519,372,787
520,372,787
521,372,787
522,372,787
523,372,787
524,373,790
525,374,796
526,375,801
527,375,804
528,376,806
529,376,806
530,376,806
531,376,806
532,376,806
533,376,806
534,376,806
535,376,806
536,376,806
537,376,806
538,376,806
539,376,806
540,376,806
541,376,806
542,376,806
543,375,805
544,375,804
545,375,803
546,374,803
547,374,803
548,374,803
549,374,803
550,374,803
551,374,803
552,374,803
553,374,803
554,374,803
555,374,803
556,374,803
557,374,803
558,374,803
559,374,803
560,374,803
561,374,803
562,374,803
563,374,803
564,374,803
565,374,803
566,374,803
567,374,803
568,374,803
569,375,803
570,375,802
571,376,802
572,377,802
573,378,802
574,379,802
575,379,802
576,379,802
577,379,802
578,379,802
579,380,802
580,381,802
581,382,802
582,382,802
583,382,802
584,382,802
585,382,802
586,382,802
587,382,802
588,382,802
589,381,801
590,379,799
591,376,797
592,374,795
593,372,794
594,370,794
595,369,793
596,367,793
597,365,794
598,363,795
599,362,796
600,361,796
601,360,796
602,359,796
603,357,796
604,353,797
605,351,797
606,351,797
607,351,797
608,351,797
609,351,797
610,350,797
611,350,797
612,350,797
613,350,797
614,350,797
615,350,797
616,350,797
617,349,798
618,349,798
619,349,798
620,349,798
621,349,798
622,348,798
623,346,798
624,346,799
625,345,799
626,345,799
627,344,799
628,344,799
629,344,799
630,344,799
631,344,799
632,344,799
633,344,799
634,344,799
635,344,799
636,344,799
637,344,799
638,343,799
639,342,799
640,342,799
641,342,800
642,341,800
643,341,800
644,341,800
645,340,800
646,340,800
647,340,800
648,340,800
649,340,800
650,340,800
651,340,800
652,340,800
653,340,800
654,340,800
655,340,800
656,340,800
657,340,800
658,340,800
659,340,800
660,340,800
661,340,800
662,340,800
663,340,800
664,340,800
665,340,800
666,340,800
667,340,800
668,340,800
669,340,800
670,340,800
671,340,800
672,340,800
673,340,800
674,340,800
675,340,800
676,340,800
677,340,800
678,340,800
679,340,800
680,340,800
681,340,800
682,340,800
683,340,800
684,340,800
685,339,800
686,339,800
687,339,800
688,339,800
689,339,800
690,339,800
691,339,800
692,339,800
693,339,800
694,339,800
695,339,800
696,339,800
697,339,800
698,339,800
699,339,800
700,339,800
701,339,800
702,339,800
703,339,800
704,339,800
705,339,800
706,339,800
707,339,800
708,338,800
709,337,801
710,336,801
711,335,801
712,335,801
713,335,801
714,335,801
715,335,801
716,335,801
717,335,801
718,335,801
719,335,801
720,335,801
721,335,801
722,335,801
723,335,801
724,335,801
725,335,801
726,335,801
727,335,801
728,335,801
729,335,801
730,335,801
731,335,801
732,335,801
733,335,801
734,335,801
735,335,801
736,335,801
737,335,801
738,336,801
739,336,801
740,336,801
741,336,801
742,336,801
743,336,801
744,336,801
745,336,801
746,337,801
747,337,801
748,337,801
749,337,801
750,337,801
751,337,801
752,337,801
753,337,801
754,337,801
755,337,801
756,337,801
757,337,801
758,337,801
759,337,801
760,337,801
761,337,801
762,337,801
763,337,801
764,337,801
765,337,801
766,337,801
767,337,801
768,337,801
769,337,801
770,337,801
771,337,801
772,337,801
773,338,801
774,340,801
775,342,801
776,344,801
777,344,802
778,345,803
779,346,805
780,349,807
781,355,810
782,360,811
783,366,815
784,370,816
785,371,816
786,371,817
787,371,817
788,371,817
789,371,817
790,371,817
791,371,817
792,371,817
793,372,817
794,372,817
795,372,817
796,372,817
797,372,817
798,372,817
799,372,818
800,372,819
801,372,820
802,373,823
803,373,827
804,373,832
805,373,836
806,373,839
807,372,842
808,372,846
809,371,849
810,370,852
811,370,855
812,369,858
813,368,860
814,367,862
815,367,865
816,366,866
817,366,868
818,365,868
819,365,868
820,365,869
821,364,870
822,363,872
823,362,873
824,361,874
825,360,875
826,360,875
827,360,875
828,359,875
829,357,875
830,355,875
831,353,875
832,353,875
833,352,875
834,352,875
835,352,875
836,352,875
837,352,875
838,352,875
839,352,875
840,352,875
841,352,875
842,353,875
843,353,875
844,353,875
845,353,875
846,355,876
847,356,876
848,357,876
849,358,876
850,360,876
851,360,876
852,361,876
853,361,876
854,361,876
855,361,876
856,361,876
857,361,876
858,361,876
859,361,876
860,360,876
861,358,875
862,356,874
863,354,874
864,353,874
865,352,873
866,352,873
867,352,873
868,352,873
869,350,872
870,348,872
871,346,872
872,345,872
873,345,872
874,345,871
875,344,871
876,343,871
877,342,871
878,341,871
879,341,871
880,340,871
881,339,871
882,338,871
883,338,871
884,338,871
885,338,871
886,337,871
887,337,871
888,335,871
889,335,871
890,335,871
891,334,871
892,334,871
893,332,871
894,331,871
895,330,871
896,329,871
897,329,871
898,329,871
899,328,871
900,326,871
901,325,871
902,325,871
903,325,871
904,324,871
905,323,872
906,322,872
907,322,872
908,322,872
909,322,872
910,321,872
911,321,872
912,320,872
913,318,872
914,318,872
915,318,872
916,318,872
917,318,872
918,318,872
919,318,872
920,318,872
921,318,872
922,318,872
923,318,872
924,318,872
925,318,872
926,318,872
927,318,872
928,318,872
929,318,872
930,318,872
931,318,872
932,318,872
933,318,872
934,318,872
935,318,872
936,318,872
937,318,872
938,318,872
939,318,872
940,318,872
941,318,872
942,318,872
943,318,872
944,318,872
945,318,872
946,318,872
947,318,872
948,318,872
949,318,872
950,318,872
951,318,872
952,318,872
953,318,872
954,318,872
955,318,872
956,318,872
957,318,872
958,318,872
959,318,872
960,318,872
961,318,872
962,318,872
963,318,872
964,318,872
965,318,872
966,318,872
967,318,872
968,318,872
969,318,872
970,318,872
971,318,872
972,318,872
973,318,872
974,318,872
975,318,872
976,318,872
977,318,872
978,318,872
979,318,872
980,318,872
981,318,872
982,318,872
983,318,872
984,318,872
985,318,872
986,318,872
987,318,872
988,318,872
989,318,872
990,318,872
991,318,872
992,318,872
993,318,872
994,318,872
995,318,872
996,318,872
997,318,872
998,318,872
999,318,872
1000,318,872
1001,318,872
1002,318,872
1003,318,872
1004,318,872
1005,317,872
1006,317,872
1007,317,872
1008,317,872
1009,317,872
1010,317,872
1011,317,872
1012,317,872
1013,317,872
1014,317,872
1015,317,872
1016,317,872
1017,317,872
1018,317,872
1019,317,872
1020,317,871
1021,317,871
1022,318,870
1023,319,869
1024,319,868
1025,320,867
1026,321,866
1027,321,865
1028,323,864
1029,329,862
1030,336,859
1031,339,857
1032,340,856
1033,342,856
1034,345,854
1035,349,851
1036,354,849
1037,360,845
1038,363,843
1039,365,842
1040,367,841
1041,367,840
1042,368,840
1043,371,838
1044,372,838
1045,375,836
1046,377,835
1047,382,833
1048,386,832
1049,387,832
1050,387,832
1051,387,831
1052,387,831
1053,387,831
1054,386,831
1055,385,830
1056,385,830
1057,384,829
1058,384,829
1059,384,829
1060,384,828
1061,385,827
1062,385,826
1063,385,825
1064,385,825
1065,385,825
1066,385,825
1067,385,825
1068,385,825
1069,385,825
1070,385,825
1071,385,825
1072,385,825
1073,386,825
1074,386,825
1075,387,825
1076,389,824
1077,391,823
1078,394,821
1079,395,820
1080,395,820
1081,395,820
1082,395,820
1083,395,820
1084,395,820
1085,395,820
1086,390,822
1087,379,828
1088,376,830
1089,368,833
1090,367,834
1091,367,834
1092,367,834
1093,367,833
1094,367,832
1095,368,830
1096,369,829
1097,369,829
1098,369,828
1099,369,827
1100,371,826
1101,372,824
1102,372,824
1103,372,824
1104,372,824
1105,372,824
1106,372,824
1107,372,824
1108,372,824
1109,372,824
1110,372,824
1111,372,824
1112,372,824
1113,372,824
1114,372,824
1115,372,824
1116,372,824
1117,372,824
1118,372,824
1119,372,824
1120,372,824
1121,372,824
1122,371,824
1123,370,824
1124,368,824
1125,367,824
1126,367,824
1127,367,824
1128,367,824
1129,366,824
1130,366,824
1131,365,824
1132,365,824
1133,365,824
1134,364,824
1135,364,824
1136,364,824
1137,364,824
1138,364,824
1139,364,824
1140,364,824
1141,365,824
1142,365,824
1143,366,825
1144,366,825
1145,367,825
1146,369,826
1147,370,826
1148,372,827
1149,372,827
1150,373,827
1151,373,827
1152,373,827
1153,373,827
1154,373,827
1155,373,827
1156,373,827
1157,373,827
1158,373,827
1159,373,827
1160,373,827
1161,373,827
1162,373,827
1163,373,827
1164,373,827
1165,373,827
1166,373,827
1167,373,827
1168,373,827
1169,373,827
1170,373,827
1171,373,827
1172,373,827
1173,373,827
1174,373,827
1175,373,827
1176,373,827
1177,373,827
1178,373,827
1179,373,827
1180,373,827
1181,373,827
1182,373,827
1183,373,827
1184,373,827
1185,373,827
1186,373,827
1187,373,827
1188,373,827
1189,373,827
1190,373,827
1191,373,827
1192,373,827
1193,373,827
1194,373,827
1195,373,827
1196,373,827
1197,373,827
1198,373,827
1199,373,827
1200,373,827
1201,373,827
1202,372,827
1203,372,827
1204,372,827
1205,372,827
1206,372,827
1207,372,827
1208,372,827
1209,372,827
1210,372,827
1211,372,827
1212,372,827
1213,372,827
1214,372,827
1215,372,827
1216,372,827
1217,372,827
1218,372,827
1219,372,827
1220,372,827
1221,372,827
1222,372,827
1223,372,827
1224,372,827
1225,372,827
1226,372,827
1227,372,827
1228,372,827
1229,372,827
1230,372,827
1231,372,827
1232,372,827
1233,372,828
1234,372,828
1235,372,828
1236,372,829
1237,372,829
1238,372,829
1239,372,829
1240,372,829
1241,372,830
1242,372,831
1243,372,832
1244,372,833
1245,372,834
1246,372,835
1247,372,835
1248,372,835
1249,372,835
1250,372,836
1251,372,836
1252,372,836
1253,372,836
1254,372,837
1255,372,838
1256,373,840
1257,373,840
1258,373,840
1259,373,840
1260,373,840
1261,373,840
1262,373,840
1263,373,840
1264,373,840
1265,373,840
1266,373,840
1267,373,840
1268,373,840
1269,373,840
1270,373,840
1271,373,840
1272,373,840
1273,373,840
1274,373,840
1275,373,840
1276,373,840
1277,373,840
1278,373,840
1279,373,840
1280,373,840
1281,373,840
1282,373,840
1283,373,840
1284,373,840
1285,373,840
1286,373,840
1287,373,840
1288,373,840
1289,373,840
1290,373,840
1291,373,840
1292,373,840
1293,373,840
1294,373,840
1295,373,840
1296,373,840
1297,373,840
1298,373,840
1299,373,840
1300,373,840
1301,373,840
1302,373,840
1303,373,840
1304,373,840
1305,373,840
1306,373,840
1307,373,841
1308,373,842
1309,374,842
1310,374,843
1311,374,843
1312,374,843
1313,374,843
1314,374,843
1315,374,843
1316,374,843
1317,374,843
1318,374,843
1319,374,843
1320,374,843
1321,374,843
1322,374,843
1323,374,843
1324,374,843
1325,374,843
1326,374,843
1327,374,843
1328,374,843
1329,374,843
1330,374,843
1331,374,843
