frame,x,y,button,event
33,270,706,Button.left,Pressed
39,270,706,Button.left,Released
107,239,875,Button.left,Pressed
294,344,873,Button.left,Released
432,376,784,Button.left,Pressed
522,372,787,Button.left,Released
556,374,803,Button.left,Pressed
767,337,801,Button.left,Released
839,352,875,Button.left,Pressed
1014,317,872,Button.left,Released
1113,372,824,Button.left,Pressed
1229,372,827,Button.left,Released
1340,374,843,Button.left,Pressed
1427,348,842,Button.left,Released
1471,335,871,Button.left,Pressed
1550,338,869,Button.left,Released
1628,350,839,Button.left,Pressed
1746,341,839,Button.left,Released
1786,335,870,Button.left,Pressed
1850,340,868,Button.left,Released
1875,343,840,Button.left,Pressed
1988,341,841,Button.left,Released
2023,344,873,Button.left,Pressed
2118,341,873,Button.left,Released
2164,215,694,Button.left,Pressed
2169,215,694,Button.left,Released
2209,150,773,Button.left,Pressed
2216,150,773,Button.left,Released
